,demographics_key,dissemination_area,population,average_age,median_age,total_dwellings,average_household_size,median_household_income,mother_tongue_official_percentage,mother_tongue_unofficial_percentage,census_year
158,201135010314,35010314,547,,49.6,240,2.3,,100.0,0.0,2011
159,201135010315,35010315,706,,48.3,275,2.6,,100.0,0.0,2011
160,201135010316,35010316,376,,48.0,160,2.3,,100.0,0.0,2011
161,201135010317,35010317,633,,43.1,260,2.4,,100.0,0.0,2011
162,201135010318,35010318,612,,47.9,250,2.2,,100.0,0.0,2011
163,201135010319,35010319,596,,51.9,185,2.6,,100.0,0.0,2011
164,201135010320,35010320,697,,47.6,265,2.6,,100.0,0.0,2011
165,201135010321,35010321,391,,46.5,145,2.6,,100.0,0.0,2011
166,201135010322,35010322,482,,41.2,180,2.7,,100.0,0.0,2011
167,201135010323,35010323,650,,54.0,280,2.3,,100.0,0.0,2011
168,201135010324,35010324,608,,45.8,260,2.3,,100.0,0.0,2011
169,201135010325,35010325,481,,48.3,245,2.0,,100.0,0.0,2011
170,201135010326,35010326,473,,48.0,195,2.4,,100.0,0.0,2011
171,201135010327,35010327,561,,45.3,215,2.6,,100.0,0.0,2011
172,201135010328,35010328,486,,43.8,180,2.8,,100.0,0.0,2011
173,201135010329,35010329,464,,44.0,195,2.4,,100.0,0.0,2011
174,201135010330,35010330,449,,43.1,170,2.6,,100.0,0.0,2011
175,201135010331,35010331,470,,43.8,180,2.6,,100.0,0.0,2011
176,201135010332,35010332,525,,41.2,185,2.8,,100.0,0.0,2011
177,201135010333,35010333,441,,43.1,170,2.6,,100.0,0.0,2011
178,201135010334,35010334,669,,51.8,275,2.1,,100.0,0.0,2011
179,201135010335,35010335,400,,47.0,155,2.5,,100.0,0.0,2011
180,201135010336,35010336,581,,47.0,300,1.9,,100.0,0.0,2011
181,201135010337,35010337,519,,43.8,215,2.5,,100.0,0.0,2011
182,201135010338,35010338,503,,43.9,195,2.6,,100.0,0.0,2011
183,201135010339,35010339,689,,39.6,250,2.8,,100.0,0.0,2011
184,201135010340,35010340,489,,39.8,170,2.8,,98.98,1.02,2011
185,201135010341,35010341,460,,44.3,175,2.6,,100.0,0.0,2011
186,201135010342,35010342,475,,47.1,200,2.4,,100.0,0.0,2011
187,201135010343,35010343,425,,46.9,175,2.5,,100.0,0.0,2011
188,201135010344,35010344,503,,41.7,190,2.7,,100.0,0.0,2011
189,201135010345,35010345,455,,39.5,145,2.9,,98.84,1.16,2011
190,201135010346,35010346,534,,38.8,210,2.5,,100.0,0.0,2011
191,201135010347,35010347,490,,42.3,185,2.6,,100.0,0.0,2011
192,201135010348,35010348,490,,42.4,185,2.6,,100.0,0.0,2011
193,201135010349,35010349,406,,56.6,125,2.3,,100.0,0.0,2011
194,201135010350,35010350,424,,44.2,180,2.4,,100.0,0.0,2011
195,201135010351,35010351,382,,46.4,165,2.3,,100.0,0.0,2011
196,201135010352,35010352,376,,43.2,155,2.5,,100.0,0.0,2011
197,201135010353,35010353,472,,43.7,175,2.7,,100.0,0.0,2011
198,201135010354,35010354,495,,46.3,220,2.2,,100.0,0.0,2011
199,201135010355,35010355,495,,44.2,180,2.8,,100.0,0.0,2011
200,201135010356,35010356,523,,40.0,180,2.8,,100.0,0.0,2011
201,201135010357,35010357,557,,44.3,215,2.7,,100.0,0.0,2011
202,201135010358,35010358,566,,44.4,205,2.7,,100.0,0.0,2011
203,201135010359,35010359,528,,52.7,230,2.3,,100.0,0.0,2011
204,201135010360,35010360,538,,44.0,200,2.7,,100.0,0.0,2011
205,201135010361,35010361,500,,50.3,260,1.9,,100.0,0.0,2011
206,201135010362,35010362,466,,48.1,195,2.4,,100.0,0.0,2011
207,201135010363,35010363,526,,50.5,270,1.9,,99.02,0.98,2011
208,201135010364,35010364,393,,42.7,170,2.4,,100.0,0.0,2011
209,201135010365,35010365,699,,53.2,280,2.0,,99.15,0.85,2011
210,201135010366,35010366,507,,50.9,230,2.2,,100.0,0.0,2011
211,201135010367,35010367,721,,47.1,300,2.4,,100.0,0.0,2011
212,201135010368,35010368,484,,42.8,180,2.7,,100.0,0.0,2011
213,201135010369,35010369,350,,46.0,150,2.4,,100.0,0.0,2011
214,201135010370,35010370,948,,40.2,365,2.6,,99.47,0.53,2011
215,201135010371,35010371,502,,41.3,175,2.9,,100.0,0.0,2011
216,201135010372,35010372,328,,40.8,125,2.5,,100.0,0.0,2011
217,201135010373,35010373,501,,52.7,195,2.1,,100.0,0.0,2011
218,201135010374,35010374,478,,37.8,185,2.6,,98.95,1.05,2011
219,201135010375,35010375,445,,49.4,165,2.7,,98.88,1.12,2011
220,201135010376,35010376,627,,51.5,270,2.3,,100.0,0.0,2011
221,201135010377,35010377,,,,,,,,,2011
222,201135010378,35010378,,,,,,,,,2011
223,201135010379,35010379,,,,,,,,,2011
224,201135010380,35010380,,,,,,,,,2011
225,201135010381,35010381,,,,,,,,,2011
226,201135010382,35010382,,,,,,,,,2011
227,201135010383,35010383,,,,,,,,,2011
228,201135010384,35010384,,,,,,,,,2011
229,201135010385,35010385,,,,,,,,,2011
230,201135010386,35010386,,,,,,,,,2011
231,201135010387,35010387,,,,,,,,,2011
232,201135010388,35010388,,,,,,,,,2011
233,201135010389,35010389,,,,,,,,,2011
234,201135010390,35010390,,,,,,,,,2011
235,201135010391,35010391,,,,,,,,,2011
236,201135010392,35010392,,,,,,,,,2011
237,201135010393,35010393,,,,,,,,,2011
238,201135010394,35010394,,,,,,,,,2011
239,201135010395,35010395,,,,,,,,,2011
240,201135010396,35010396,,,,,,,,,2011
241,201135010397,35010397,,,,,,,,,2011
242,201135010398,35010398,,,,,,,,,2011
243,201135010399,35010399,437,,46.9,165,2.5,,100.0,0.0,2011
244,201135010400,35010400,512,,51.0,180,2.5,,100.0,0.0,2011
245,201135010401,35010401,575,,44.9,205,2.8,,99.13,0.87,2011
246,201135010402,35010402,463,,42.4,160,2.9,,100.0,0.0,2011
247,201135010403,35010403,426,,51.3,185,2.3,,100.0,0.0,2011
248,201135010404,35010404,1022,,57.6,500,2.0,,100.0,0.0,2011
249,201135010405,35010405,380,,43.6,150,2.5,,100.0,0.0,2011
250,201135010406,35010406,432,,47.6,175,2.5,,100.0,0.0,2011
251,201135010407,35010407,,,,,,,,,2011
252,201135010408,35010408,,,,,,,,,2011
253,201135020064,35020064,1005,,39.4,360,2.8,,100.0,0.0,2011
254,201135020065,35020065,582,,45.2,210,2.8,,100.0,0.0,2011
255,201135020066,35020066,717,,40.6,305,2.3,,100.0,0.0,2011
256,201135020067,35020067,455,,45.6,205,2.0,,100.0,0.0,2011
257,201135020068,35020068,447,,40.2,220,2.0,,100.0,0.0,2011
258,201135020069,35020069,505,,39.9,235,2.2,,100.0,0.0,2011
259,201135020070,35020070,578,,38.5,215,2.7,,99.13,0.87,2011
260,201135020071,35020071,453,,43.7,195,2.3,,100.0,0.0,2011
261,201135020072,35020072,528,,33.8,190,2.8,,100.0,0.0,2011
262,201135020073,35020073,1331,,35.9,460,2.9,,100.0,0.0,2011
263,201135020075,35020075,505,,42.0,190,2.6,,100.0,0.0,2011
264,201135020076,35020076,787,,56.5,320,2.2,,100.0,0.0,2011
265,201135020077,35020077,575,,54.2,300,1.9,,100.0,0.0,2011
266,201135020078,35020078,846,,43.8,325,2.6,,100.0,0.0,2011
267,201135020091,35020091,2076,,34.3,730,2.8,,100.0,0.0,2011
268,201135020092,35020092,864,,47.7,305,2.6,,100.0,0.0,2011
269,201135020093,35020093,800,,43.5,305,2.6,,100.0,0.0,2011
270,201135020094,35020094,505,,44.5,210,2.4,,100.0,0.0,2011
271,201135020095,35020095,478,,50.6,220,2.2,,100.0,0.0,2011
272,201135020096,35020096,618,,53.8,275,2.2,,100.0,0.0,2011
273,201135020097,35020097,454,,42.4,160,2.8,,100.0,0.0,2011
274,201135020098,35020098,409,,50.4,185,2.2,,100.0,0.0,2011
275,201135020099,35020099,531,,44.8,215,2.3,,100.0,0.0,2011
276,201135020100,35020100,525,,51.7,240,2.0,,100.0,0.0,2011
277,201135020101,35020101,642,,42.2,270,2.4,,100.0,0.0,2011
278,201135020102,35020102,721,,46.2,310,2.3,,100.0,0.0,2011
279,201135020103,35020103,513,,42.8,195,2.6,,100.0,0.0,2011
280,201135020104,35020104,770,,41.1,325,2.3,,100.0,0.0,2011
281,201135020105,35020105,654,,45.4,265,2.5,,100.0,0.0,2011
282,201135020106,35020106,752,,45.9,275,2.5,,100.0,0.0,2011
283,201135020107,35020107,627,,38.1,230,2.7,,100.0,0.0,2011
284,201135020108,35020108,1222,,41.2,510,2.4,,99.59,0.41,2011
285,201135020109,35020109,1227,,48.1,500,2.4,,99.59,0.41,2011
286,201135020110,35020110,1001,,41.1,355,2.8,,99.5,0.5,2011
287,201135020111,35020111,789,,36.2,275,2.9,,100.0,0.0,2011
288,201135020112,35020112,801,,40.4,285,2.8,,100.0,0.0,2011
289,201135020113,35020113,564,,39.8,195,2.9,,100.0,0.0,2011
290,201135020114,35020114,537,,47.8,160,2.6,,100.0,0.0,2011
291,201135020115,35020115,465,,36.6,165,2.8,,100.0,0.0,2011
292,201135020116,35020116,823,,40.1,290,2.8,,100.0,0.0,2011
293,201135020117,35020117,666,,38.2,235,2.8,,100.0,0.0,2011
294,201135020118,35020118,557,,36.1,180,3.1,,100.0,0.0,2011
295,201135020119,35020119,539,,41.6,210,2.5,,100.0,0.0,2011
296,201135020120,35020120,693,,37.0,245,2.8,,100.0,0.0,2011
297,201135020121,35020121,801,,41.8,275,2.7,,100.0,0.0,2011
298,201135020122,35020122,760,,38.8,270,2.8,,100.0,0.0,2011
299,201135020123,35020123,612,,44.9,230,2.4,,100.0,0.0,2011
300,201135020124,35020124,608,,37.2,210,2.8,,100.0,0.0,2011
301,201135020125,35020125,491,,38.2,185,2.8,,100.0,0.0,2011
302,201135020126,35020126,554,,42.1,185,2.8,,100.0,0.0,2011
303,201135020127,35020127,603,,45.4,215,2.6,,100.0,0.0,2011
304,201135020128,35020128,599,,39.7,230,2.6,,100.0,0.0,2011
305,201135020129,35020129,533,,35.6,195,2.7,,100.0,0.0,2011
306,201135020130,35020130,639,,36.6,225,2.8,,100.0,0.0,2011
307,201135020131,35020131,602,,53.0,255,2.0,,100.0,0.0,2011
308,201135020132,35020132,582,,39.6,250,2.3,,100.0,0.0,2011
309,201135020133,35020133,738,,39.7,245,2.9,,100.0,0.0,2011
310,201135020134,35020134,534,,38.1,255,2.1,,100.0,0.0,2011
311,201135020135,35020135,1170,,40.8,425,2.7,,100.0,0.0,2011
312,201135020136,35020136,674,,40.1,240,2.8,,99.25,0.75,2011
313,201135020137,35020137,450,,42.6,180,2.4,,100.0,0.0,2011
314,201135020138,35020138,655,,39.6,235,2.8,,100.0,0.0,2011
315,201135020139,35020139,616,,45.8,180,2.8,,100.0,0.0,2011
316,201135020140,35020140,517,,39.1,185,2.8,,100.0,0.0,2011
317,201135020141,35020141,1375,,35.4,500,2.7,,100.0,0.0,2011
318,201135020142,35020142,1379,,34.6,490,2.7,,100.0,0.0,2011
319,201135020143,35020143,534,,46.1,215,2.5,,100.0,0.0,2011
320,201135020144,35020144,774,,36.5,270,2.9,,100.0,0.0,2011
321,201135020145,35020145,451,,38.8,160,2.8,,100.0,0.0,2011
322,201135020146,35020146,801,,35.1,280,2.9,,100.0,0.0,2011
323,201135020147,35020147,524,,40.4,175,3.0,,100.0,0.0,2011
324,201135020148,35020148,453,,42.2,170,2.3,,100.0,0.0,2011
325,201135020150,35020150,770,,48.9,305,2.2,,100.0,0.0,2011
326,201135020151,35020151,710,,39.2,285,2.5,,100.0,0.0,2011
327,201135020152,35020152,460,,40.7,175,2.6,,100.0,0.0,2011
328,201135020153,35020153,547,,40.1,180,3.1,,100.0,0.0,2011
329,201135020154,35020154,577,,40.5,195,2.9,,99.13,0.87,2011
330,201135020155,35020155,674,,43.4,245,2.7,,100.0,0.0,2011
331,201135020156,35020156,469,,37.8,145,3.2,,100.0,0.0,2011
332,201135020157,35020157,575,,41.4,210,2.7,,100.0,0.0,2011
333,201135020158,35020158,575,,38.6,230,2.5,,100.0,0.0,2011
334,201135020159,35020159,517,,41.3,170,3.0,,100.0,0.0,2011
335,201135020160,35020160,616,,37.5,205,3.0,,100.0,0.0,2011
336,201135020161,35020161,839,,38.6,265,3.1,,100.0,0.0,2011
337,201135020162,35020162,574,,40.8,195,2.9,,100.0,0.0,2011
338,201135020163,35020163,544,,41.0,180,2.9,,100.0,0.0,2011
339,201135020164,35020164,416,,43.8,145,3.0,,100.0,0.0,2011
340,201135020165,35020165,576,,40.0,195,2.8,,100.0,0.0,2011
341,201135020166,35020166,556,,42.5,205,2.7,,100.0,0.0,2011
342,201135020167,35020167,489,,36.2,180,2.7,,100.0,0.0,2011
343,201135020168,35020168,604,,35.7,205,2.9,,100.0,0.0,2011
344,201135020169,35020169,502,,39.8,170,2.9,,100.0,0.0,2011
345,201135020170,35020170,550,,43.9,235,2.3,,100.0,0.0,2011
346,201135020171,35020171,484,,41.5,180,2.5,,100.0,0.0,2011
347,201135020172,35020172,524,,39.6,205,2.6,,99.04,0.96,2011
348,201135020173,35020173,560,,42.0,210,2.7,,99.11,0.89,2011
349,201135020174,35020174,518,,45.8,210,2.5,,100.0,0.0,2011
350,201135020175,35020175,709,,46.1,280,2.5,,100.0,0.0,2011
351,201135020176,35020176,597,,48.1,230,2.3,,100.0,0.0,2011
352,201135020177,35020177,378,,47.4,180,1.9,,100.0,0.0,2011
353,201135020178,35020178,424,,56.1,215,2.0,,100.0,0.0,2011
354,201135020179,35020179,459,,44.8,205,2.2,,100.0,0.0,2011
355,201135020180,35020180,497,,50.1,200,2.5,,98.99,1.01,2011
356,201135020181,35020181,501,,46.7,185,2.6,,100.0,0.0,2011
357,201135020182,35020182,644,,48.5,255,2.5,,100.0,0.0,2011
358,201135020183,35020183,759,,64.4,415,1.6,,100.0,0.0,2011
359,201135020184,35020184,560,,62.3,245,1.7,,100.0,0.0,2011
360,201135020185,35020185,570,,29.8,210,2.7,,100.0,0.0,2011
361,201135020186,35020186,744,,48.2,385,1.9,,100.0,0.0,2011
362,201135020187,35020187,484,,48.7,280,1.7,,100.0,0.0,2011
363,201135020188,35020188,614,,48.3,260,2.4,,99.18,0.82,2011
364,201135020189,35020189,650,,50.6,340,1.8,,99.23,0.77,2011
365,201135020190,35020190,583,,48.5,305,1.8,,100.0,0.0,2011
366,201135020191,35020191,585,,47.2,265,2.2,,100.0,0.0,2011
367,201135020192,35020192,642,,43.3,265,2.3,,100.0,0.0,2011
368,201135020193,35020193,557,,55.0,270,2.1,,100.0,0.0,2011
369,201135020194,35020194,569,,54.2,245,2.4,,100.0,0.0,2011
370,201135020195,35020195,645,,49.4,275,2.4,,100.0,0.0,2011
371,201135020196,35020196,664,,43.0,280,2.4,,100.0,0.0,2011
372,201135020197,35020197,402,,40.1,160,2.6,,100.0,0.0,2011
373,201135020198,35020198,863,,48.0,360,2.4,,100.0,0.0,2011
374,201135020199,35020199,545,,47.5,220,2.5,,100.0,0.0,2011
375,201135020200,35020200,532,,45.7,215,2.4,,100.0,0.0,2011
376,201135020201,35020201,503,,50.3,165,2.4,,100.0,0.0,2011
377,201135020202,35020202,490,,46.7,200,2.4,,100.0,0.0,2011
378,201135020203,35020203,728,,53.1,330,1.8,,100.0,0.0,2011
379,201135020204,35020204,550,,46.0,245,2.3,,99.09,0.91,2011
380,201135020205,35020205,526,,46.1,270,1.9,,100.0,0.0,2011
381,201135020206,35020206,766,,45.1,340,2.2,,100.0,0.0,2011
382,201135020207,35020207,1364,,34.3,430,3.2,,100.0,0.0,2011
383,201135020208,35020208,885,,35.2,280,3.2,,100.0,0.0,2011
384,201135060001,35060001,445,,49.9,155,2.7,,100.0,0.0,2011
385,201135060002,35060002,607,,42.9,220,2.8,,100.0,0.0,2011
386,201135060003,35060003,928,,46.2,285,3.0,,100.0,0.0,2011
387,201135060005,35060005,941,,43.8,310,3.0,,100.0,0.0,2011
388,201135060006,35060006,980,,46.5,380,2.6,,100.0,0.0,2011
389,201135060007,35060007,808,,42.9,255,3.1,,99.37,0.63,2011
390,201135060010,35060010,323,,40.7,100,3.1,,100.0,0.0,2011
391,201135060011,35060011,634,,42.8,190,3.4,,99.21,0.79,2011
392,201135060012,35060012,589,,38.2,185,3.2,,100.0,0.0,2011
393,201135060014,35060014,633,,45.2,350,1.8,,99.21,0.79,2011
394,201135060015,35060015,560,,41.7,215,2.6,,100.0,0.0,2011
