,demographics_key,dissemination_area,population,average_age,median_age,total_dwellings,average_household_size,median_household_income,mother_tongue_official_percentage,mother_tongue_unofficial_percentage,census_year
2499,201135120304,35120304,400,,45.9,155,2.6,,100.0,0.0,2011
2500,201135120305,35120305,493,,44.2,190,2.6,,100.0,0.0,2011
2501,201135120306,35120306,915,,40.3,335,2.7,,100.0,0.0,2011
2502,201135120307,35120307,5,,,,,,,,2011
2503,201135120308,35120308,462,,42.2,175,2.7,,100.0,0.0,2011
2504,201135120309,35120309,362,,42.4,145,2.4,,100.0,0.0,2011
2505,201135120310,35120310,379,,42.6,155,2.4,,100.0,0.0,2011
2506,201135120311,35120311,757,,39.8,355,2.1,,100.0,0.0,2011
2507,201135120312,35120312,5,,,,,,,,2011
2508,201135120313,35120313,435,,40.9,200,2.1,,100.0,0.0,2011
2509,201135120314,35120314,441,,34.2,180,2.5,,100.0,0.0,2011
2510,201135120315,35120315,479,,39.1,185,2.5,,100.0,0.0,2011
2511,201135120316,35120316,597,,38.6,245,2.4,,100.0,0.0,2011
2512,201135120317,35120317,518,,34.2,195,2.7,,100.0,0.0,2011
2513,201135120318,35120318,570,,37.4,215,2.7,,100.0,0.0,2011
2514,201135120319,35120319,458,,34.6,200,2.3,,98.91,1.09,2011
2515,201135120320,35120320,552,,41.7,250,2.2,,100.0,0.0,2011
2516,201135120321,35120321,572,,37.0,240,2.4,,100.0,0.0,2011
2517,201135120322,35120322,655,,60.0,290,1.7,,99.07,0.93,2011
2518,201135120323,35120323,868,,51.2,445,1.7,,100.0,0.0,2011
2519,201135120324,35120324,227,,56.1,160,1.4,,100.0,0.0,2011
2520,201135120325,35120325,461,,39.8,220,2.1,,100.0,0.0,2011
2521,201135120326,35120326,463,,44.9,220,2.1,,100.0,0.0,2011
2522,201135120327,35120327,450,,42.5,190,2.4,,100.0,0.0,2011
2523,201135120328,35120328,480,,47.4,220,2.2,,100.0,0.0,2011
2524,201135120329,35120329,618,,48.2,240,2.6,,100.0,0.0,2011
2525,201135120330,35120330,552,,53.5,280,2.0,,100.0,0.0,2011
2526,201135120331,35120331,634,,43.3,220,2.9,,99.21,0.79,2011
2527,201135120332,35120332,770,,47.5,310,2.5,,99.35,0.65,2011
2528,201135120333,35120333,646,,53.2,315,2.1,,100.0,0.0,2011
2529,201135120334,35120334,548,,49.1,230,2.1,,100.0,0.0,2011
2530,201135120335,35120335,467,,32.2,185,2.5,,100.0,0.0,2011
2531,201135120336,35120336,1093,,35.7,405,2.7,,99.54,0.46,2011
2532,201135120337,35120337,518,,41.2,215,2.3,,100.0,0.0,2011
2533,201135120338,35120338,602,,44.5,220,2.7,,100.0,0.0,2011
2534,201135120339,35120339,1061,,44.2,400,2.6,,99.53,0.47,2011
2535,201135120340,35120340,774,,42.8,270,2.9,,99.35,0.65,2011
2536,201135120341,35120341,512,,42.6,180,2.8,,100.0,0.0,2011
2537,201135120342,35120342,696,,44.0,255,2.7,,100.0,0.0,2011
2538,201135120343,35120343,681,,44.6,250,2.7,,100.0,0.0,2011
2539,201135120344,35120344,550,,42.1,190,2.8,,100.0,0.0,2011
2540,201135120345,35120345,562,,42.5,195,2.9,,100.0,0.0,2011
2541,201135120346,35120346,471,,46.6,220,2.1,,100.0,0.0,2011
2542,201135120347,35120347,571,,27.5,180,2.8,,99.12,0.88,2011
2543,201135120348,35120348,425,,26.3,170,2.5,,100.0,0.0,2011
2544,201135120349,35120349,454,,47.0,205,2.2,,100.0,0.0,2011
2545,201135120350,35120350,468,,38.8,190,2.4,,100.0,0.0,2011
2546,201135120351,35120351,420,,34.4,180,2.3,,100.0,0.0,2011
2547,201135120352,35120352,432,,27.5,155,2.8,,100.0,0.0,2011
2548,201135120353,35120353,492,,38.9,175,2.9,,100.0,0.0,2011
2549,201135120354,35120354,465,,52.8,205,2.1,,100.0,0.0,2011
2550,201135120355,35120355,498,,66.1,280,1.8,,100.0,0.0,2011
2551,201135120356,35120356,565,,48.0,235,2.4,,100.0,0.0,2011
2552,201135120357,35120357,706,,47.2,295,2.4,,100.0,0.0,2011
2553,201135120358,35120358,683,,54.0,355,1.9,,100.0,0.0,2011
2554,201135120359,35120359,529,,47.8,210,2.6,,100.0,0.0,2011
2555,201135120360,35120360,633,,46.1,240,2.6,,100.0,0.0,2011
2556,201135120361,35120361,652,,42.0,225,2.8,,100.0,0.0,2011
2557,201135120362,35120362,10,,,,,,,,2011
2558,201135120363,35120363,39,,,,,,,,2011
2559,201135120365,35120365,789,,60.1,520,1.5,,99.37,0.63,2011
2560,201135120366,35120366,612,,37.1,295,2.1,,98.37,1.63,2011
2561,201135120367,35120367,875,,48.8,405,2.2,,99.43,0.57,2011
2562,201135120368,35120368,593,,36.8,255,2.3,,100.0,0.0,2011
2563,201135120369,35120369,609,,54.5,210,2.3,,100.0,0.0,2011
2564,201135120371,35120371,732,,46.6,285,2.5,,100.0,0.0,2011
2565,201135120372,35120372,628,,43.3,220,2.8,,100.0,0.0,2011
2566,201135120373,35120373,571,,44.3,210,2.7,,99.13,0.87,2011
2567,201135120374,35120374,565,,44.8,215,2.6,,100.0,0.0,2011
2568,201135120375,35120375,43,,54.5,15,2.2,,100.0,0.0,2011
2569,201135120376,35120376,1014,,47.1,430,2.4,,99.5,0.5,2011
2570,201135120377,35120377,651,,44.8,255,2.5,,100.0,0.0,2011
2571,201135120378,35120378,658,,41.7,230,2.8,,100.0,0.0,2011
2572,201135120379,35120379,568,,42.8,215,2.7,,100.0,0.0,2011
2573,201135120380,35120380,534,,43.0,175,2.9,,100.0,0.0,2011
2574,201135120381,35120381,604,,41.2,215,2.8,,100.0,0.0,2011
2575,201135120382,35120382,499,,41.1,175,2.7,,100.0,0.0,2011
2576,201135120383,35120383,527,,43.9,185,2.8,,100.0,0.0,2011
2577,201135120384,35120384,607,,39.0,205,3.0,,100.0,0.0,2011
2578,201135120385,35120385,609,,39.0,215,2.8,,100.0,0.0,2011
2579,201135120386,35120386,552,,39.4,185,3.1,,100.0,0.0,2011
2580,201135120387,35120387,795,,39.9,275,2.8,,100.0,0.0,2011
2581,201135120389,35120389,456,,44.9,175,2.6,,100.0,0.0,2011
2582,201135120390,35120390,436,,43.4,170,2.5,,98.85,1.15,2011
2583,201135120391,35120391,697,,35.7,260,2.6,,100.0,0.0,2011
2584,201135120392,35120392,702,,44.1,295,2.4,,100.0,0.0,2011
2585,201135120393,35120393,611,,43.4,235,2.6,,100.0,0.0,2011
2586,201135120394,35120394,634,,45.6,250,2.5,,100.0,0.0,2011
2587,201135120395,35120395,523,,48.3,220,2.4,,100.0,0.0,2011
2588,201135120396,35120396,665,,51.6,295,2.2,,100.0,0.0,2011
2589,201135120397,35120397,510,,46.3,210,2.4,,100.0,0.0,2011
2590,201135120398,35120398,575,,48.1,245,2.4,,100.0,0.0,2011
2591,201135120399,35120399,555,,53.2,240,2.3,,100.0,0.0,2011
2592,201135120400,35120400,553,,45.2,270,2.0,,100.0,0.0,2011
2593,201135120401,35120401,813,,55.4,300,2.2,,100.0,0.0,2011
2594,201135120402,35120402,618,,48.9,250,2.4,,100.0,0.0,2011
2595,201135120404,35120404,276,,53.3,80,2.7,,100.0,0.0,2011
2596,201135120405,35120405,1490,,50.3,500,2.5,,99.19,0.81,2011
2597,201135120406,35120406,854,,34.5,270,2.7,,99.31,0.69,2011
2598,201135120407,35120407,604,,,,,,,,2011
2599,201135120408,35120408,972,,,,,,,,2011
2600,201135120409,35120409,930,,,,,,,,2011
2601,201135130042,35130042,728,,52.9,290,2.5,,100.0,0.0,2011
2602,201135130043,35130043,892,,45.2,330,2.7,,99.44,0.56,2011
2603,201135130044,35130044,728,,51.5,305,2.4,,99.32,0.68,2011
2604,201135130045,35130045,710,,47.5,260,2.7,,100.0,0.0,2011
2605,201135130046,35130046,526,,42.4,180,2.9,,100.0,0.0,2011
2606,201135130047,35130047,522,,45.8,205,2.5,,100.0,0.0,2011
2607,201135130048,35130048,521,,48.5,210,2.5,,99.04,0.96,2011
2608,201135130049,35130049,507,,49.0,200,2.5,,99.01,0.99,2011
2609,201135130050,35130050,529,,48.6,215,2.4,,100.0,0.0,2011
2610,201135130051,35130051,522,,45.2,200,2.6,,100.0,0.0,2011
2611,201135130052,35130052,500,,58.1,220,2.2,,98.98,1.02,2011
2612,201135130053,35130053,899,,53.1,385,2.3,,99.44,0.56,2011
2613,201135130054,35130054,531,,51.1,205,2.5,,100.0,0.0,2011
2614,201135130055,35130055,832,,68.9,445,1.8,,100.0,0.0,2011
2615,201135130056,35130056,604,,48.8,275,2.2,,100.0,0.0,2011
2616,201135130057,35130057,615,,45.2,235,2.6,,100.0,0.0,2011
2617,201135130058,35130058,572,,51.9,225,2.4,,100.0,0.0,2011
2618,201135130059,35130059,462,,45.7,190,2.5,,100.0,0.0,2011
2619,201135130060,35130060,820,,58.2,335,2.2,,100.0,0.0,2011
2620,201135130061,35130061,1144,,53.5,555,2.0,,100.0,0.0,2011
2621,201135130062,35130062,726,,31.8,255,2.8,,100.0,0.0,2011
2622,201135130063,35130063,699,,47.8,325,2.2,,100.0,0.0,2011
2623,201135130064,35130064,591,,48.6,315,1.9,,99.15,0.85,2011
2624,201135130065,35130065,477,,57.9,165,2.3,,100.0,0.0,2011
2625,201135130066,35130066,1121,,55.5,585,1.9,,99.55,0.45,2011
2626,201135130067,35130067,593,,54.7,200,2.4,,100.0,0.0,2011
2627,201135130068,35130068,460,,41.5,175,2.6,,100.0,0.0,2011
2628,201135130069,35130069,499,,46.8,185,2.6,,100.0,0.0,2011
2629,201135130070,35130070,606,,56.0,265,2.3,,100.0,0.0,2011
2630,201135130071,35130071,850,,57.2,375,2.3,,100.0,0.0,2011
2631,201135130072,35130072,669,,51.1,285,2.3,,100.0,0.0,2011
2632,201135130073,35130073,448,,49.3,185,2.4,,100.0,0.0,2011
2633,201135130074,35130074,477,,47.1,185,2.6,,100.0,0.0,2011
2634,201135130075,35130075,425,,48.8,165,2.6,,100.0,0.0,2011
2635,201135130077,35130077,524,,56.7,235,2.2,,100.0,0.0,2011
2636,201135130078,35130078,718,,61.0,350,2.0,,100.0,0.0,2011
2637,201135130079,35130079,534,,46.2,195,2.7,,100.0,0.0,2011
2638,201135130080,35130080,521,,44.2,190,2.7,,100.0,0.0,2011
2639,201135130081,35130081,595,,59.8,250,2.2,,100.0,0.0,2011
2640,201135130082,35130082,561,,56.7,200,2.4,,100.0,0.0,2011
2641,201135140110,35140110,590,,48.0,240,2.5,,100.0,0.0,2011
2642,201135140111,35140111,595,,57.4,260,2.2,,100.0,0.0,2011
2643,201135140112,35140112,499,,52.0,220,2.3,,100.0,0.0,2011
2644,201135140113,35140113,538,,51.9,210,2.4,,100.0,0.0,2011
2645,201135140114,35140114,511,,52.9,190,2.3,,100.0,0.0,2011
2646,201135140115,35140115,535,,53.0,290,1.9,,100.0,0.0,2011
2647,201135140116,35140116,585,,42.4,235,2.5,,100.0,0.0,2011
2648,201135140117,35140117,413,,44.1,155,2.6,,100.0,0.0,2011
2649,201135140118,35140118,514,,46.6,205,2.5,,100.0,0.0,2011
2650,201135140119,35140119,542,,58.3,210,2.2,,100.0,0.0,2011
2651,201135140120,35140120,477,,55.5,245,1.9,,100.0,0.0,2011
2652,201135140121,35140121,523,,50.8,220,2.4,,100.0,0.0,2011
2653,201135140122,35140122,521,,50.2,215,2.4,,100.0,0.0,2011
2654,201135140123,35140123,506,,53.4,215,2.3,,100.0,0.0,2011
2655,201135140124,35140124,342,,53.5,160,2.1,,100.0,0.0,2011
2656,201135140125,35140125,408,,45.0,155,2.6,,100.0,0.0,2011
2657,201135140126,35140126,362,,48.1,145,2.4,,100.0,0.0,2011
2658,201135140127,35140127,437,,52.2,145,2.6,,100.0,0.0,2011
2659,201135140128,35140128,608,,43.5,225,2.7,,100.0,0.0,2011
2660,201135140129,35140129,435,,45.6,165,2.6,,100.0,0.0,2011
2661,201135140130,35140130,10,,,,,,,,2011
2662,201135140131,35140131,25,,,,,,,,2011
2663,201135140132,35140132,86,,40.5,40,2.1,,100.0,0.0,2011
2664,201135140133,35140133,612,,50.6,250,2.4,,100.0,0.0,2011
2665,201135140134,35140134,287,,40.3,135,2.1,,100.0,0.0,2011
2666,201135140135,35140135,559,,43.2,210,2.7,,100.0,0.0,2011
2667,201135140136,35140136,41,,44.5,20,2.0,,100.0,0.0,2011
2668,201135140137,35140137,646,,52.1,265,2.4,,100.0,0.0,2011
2669,201135140138,35140138,20,,,,,,,,2011
2670,201135140139,35140139,532,,47.5,230,2.3,,100.0,0.0,2011
2671,201135140140,35140140,456,,46.1,180,2.6,,100.0,0.0,2011
2672,201135140141,35140141,423,,45.2,165,2.6,,100.0,0.0,2011
2673,201135140142,35140142,574,,43.5,210,2.7,,99.13,0.87,2011
2674,201135140143,35140143,496,,47.1,185,2.7,,100.0,0.0,2011
2675,201135140144,35140144,495,,46.0,190,2.7,,100.0,0.0,2011
2676,201135140145,35140145,708,,41.3,245,2.9,,100.0,0.0,2011
2677,201135140146,35140146,545,,49.2,215,2.5,,100.0,0.0,2011
2678,201135140147,35140147,517,,48.2,205,2.6,,100.0,0.0,2011
2679,201135140148,35140148,1275,,54.0,505,2.3,,100.0,0.0,2011
2680,201135140149,35140149,656,,28.7,245,2.7,,100.0,0.0,2011
2681,201135140150,35140150,279,,39.3,105,2.7,,100.0,0.0,2011
2682,201135140151,35140151,365,,37.2,120,3.0,,100.0,0.0,2011
2683,201135140152,35140152,309,,42.2,115,2.7,,98.36,1.64,2011
2684,201135140153,35140153,842,,39.1,355,2.4,,100.0,0.0,2011
2685,201135140154,35140154,441,,56.1,220,2.0,,100.0,0.0,2011
2686,201135140155,35140155,437,,53.5,210,2.1,,100.0,0.0,2011
2687,201135140156,35140156,532,,49.1,255,2.1,,100.0,0.0,2011
2688,201135140157,35140157,420,,45.7,230,1.8,,100.0,0.0,2011
2689,201135140158,35140158,427,,47.3,190,1.8,,100.0,0.0,2011
2690,201135140159,35140159,429,,43.3,205,2.1,,100.0,0.0,2011
2691,201135140160,35140160,633,,59.9,335,1.8,,100.0,0.0,2011
2692,201135140161,35140161,430,,48.3,200,2.2,,100.0,0.0,2011
2693,201135140162,35140162,522,,49.1,260,2.0,,100.0,0.0,2011
2694,201135140163,35140163,487,,59.6,285,1.7,,100.0,0.0,2011
2695,201135140164,35140164,483,,54.8,255,1.9,,100.0,0.0,2011
2696,201135140165,35140165,606,,57.0,335,1.8,,100.0,0.0,2011
2697,201135140166,35140166,632,,51.6,255,2.5,,100.0,0.0,2011
2698,201135140167,35140167,506,,46.6,235,2.1,,100.0,0.0,2011
2699,201135140168,35140168,487,,51.4,200,2.4,,100.0,0.0,2011
2700,201135140169,35140169,576,,51.6,240,2.4,,100.0,0.0,2011
2701,201135140170,35140170,385,,46.8,135,2.7,,100.0,0.0,2011
2702,201135140171,35140171,635,,45.7,235,2.8,,100.0,0.0,2011
2703,201135140172,35140172,480,,47.4,175,2.8,,100.0,0.0,2011
2704,201135140173,35140173,506,,45.5,180,2.8,,100.0,0.0,2011
2705,201135140174,35140174,527,,46.7,200,2.6,,100.0,0.0,2011
2706,201135140175,35140175,578,,45.4,220,2.7,,100.0,0.0,2011
2707,201135140176,35140176,514,,43.7,200,2.6,,100.0,0.0,2011
2708,201135140177,35140177,548,,47.8,270,2.1,,100.0,0.0,2011
2709,201135140178,35140178,487,,47.5,195,2.5,,100.0,0.0,2011
2710,201135140179,35140179,445,,47.4,180,2.5,,100.0,0.0,2011
2711,201135140180,35140180,535,,48.1,205,2.5,,100.0,0.0,2011
2712,201135140181,35140181,585,,49.6,230,2.5,,99.14,0.86,2011
2713,201135140182,35140182,549,,46.1,210,2.6,,100.0,0.0,2011
2714,201135140183,35140183,648,,48.6,245,2.6,,100.0,0.0,2011
2715,201135140184,35140184,427,,42.0,160,2.7,,100.0,0.0,2011
2716,201135140185,35140185,438,,49.7,170,2.4,,100.0,0.0,2011
2717,201135140186,35140186,472,,39.9,165,2.8,,100.0,0.0,2011
2718,201135140187,35140187,443,,47.8,165,2.6,,100.0,0.0,2011
2719,201135140188,35140188,526,,41.1,0,0.0,,100,0,2011
2720,201135140189,35140189,486,,42.9,180,2.6,,100.0,0.0,2011
2721,201135140190,35140190,719,,45.9,245,2.8,,100.0,0.0,2011
2722,201135140191,35140191,553,,48.7,245,2.3,,100.0,0.0,2011
2723,201135140192,35140192,365,,48.8,180,2.0,,98.63,1.37,2011
2724,201135140193,35140193,379,,51.0,195,1.9,,100.0,0.0,2011
2725,201135140194,35140194,330,,53.0,165,2.0,,100.0,0.0,2011
2726,201135140195,35140195,335,,52.4,125,2.4,,100.0,0.0,2011
2727,201135140196,35140196,819,,57.2,365,2.2,,99.39,0.61,2011
2728,201135140197,35140197,1522,,58.2,680,2.2,,100.0,0.0,2011
2729,201135140198,35140198,705,,53.3,305,2.3,,99.29,0.71,2011
2730,201135140199,35140199,672,,53.8,290,2.3,,100.0,0.0,2011
2731,201135140200,35140200,460,,44.0,175,2.6,,100.0,0.0,2011
2732,201135140201,35140201,654,,58.2,290,2.3,,100.0,0.0,2011
2733,201135140202,35140202,623,,50.2,275,2.3,,100.0,0.0,2011
2734,201135140203,35140203,576,,40.4,205,2.9,,100.0,0.0,2011
2735,201135140204,35140204,502,,48.4,180,2.7,,100.0,0.0,2011
2736,201135140205,35140205,469,,40.1,155,2.9,,98.91,1.09,2011
2737,201135140206,35140206,773,,40.1,280,2.8,,99.35,0.65,2011
2738,201135140207,35140207,473,,52.8,180,2.6,,100.0,0.0,2011
2739,201135140208,35140208,2176,,59.1,890,2.2,,100.0,0.0,2011
2740,201135140209,35140209,326,,51.0,145,2.2,,100.0,0.0,2011
2741,201135140210,35140210,498,,45.4,210,2.4,,98.99,1.01,2011
2742,201135140211,35140211,408,,40.0,170,2.4,,100.0,0.0,2011
2743,201135140212,35140212,435,,47.1,175,2.5,,100.0,0.0,2011
2744,201135140213,35140213,402,,44.0,140,3.0,,100.0,0.0,2011
2745,201135140214,35140214,392,,57.2,170,2.3,,100.0,0.0,2011
2746,201135140215,35140215,386,,48.4,145,2.7,,100.0,0.0,2011
2747,201135140216,35140216,461,,49.7,200,2.3,,100.0,0.0,2011
2748,201135140217,35140217,236,,79.5,45,1.9,,100.0,0.0,2011
2749,201135140218,35140218,666,,44.7,260,2.6,,100.0,0.0,2011
2750,201135140219,35140219,359,,51.5,135,2.6,,100.0,0.0,2011
2751,201135140220,35140220,463,,47.2,165,2.8,,100.0,0.0,2011
2752,201135140221,35140221,524,,46.4,185,2.8,,100.0,0.0,2011
2753,201135140222,35140222,480,,47.2,170,2.8,,100.0,0.0,2011
2754,201135140223,35140223,432,,46.8,160,2.7,,100.0,0.0,2011
2755,201135140224,35140224,522,,44.6,175,3.0,,100.0,0.0,2011
2756,201135140225,35140225,470,,46.1,175,2.7,,100.0,0.0,2011
2757,201135140226,35140226,467,,51.7,200,2.4,,100.0,0.0,2011
2758,201135140227,35140227,477,,41.9,165,2.9,,100.0,0.0,2011
2759,201135140228,35140228,441,,42.0,175,2.6,,100.0,0.0,2011
2760,201135140229,35140229,401,,43.6,170,2.4,,100.0,0.0,2011
2761,201135140230,35140230,492,,49.4,195,2.5,,98.99,1.01,2011
2762,201135140231,35140231,640,,45.6,235,2.7,,100.0,0.0,2011
2763,201135140232,35140232,633,,43.9,215,3.0,,100.0,0.0,2011
2764,201135140233,35140233,534,,46.7,200,2.7,,99.07,0.93,2011
2765,201135140234,35140234,491,,48.3,185,2.6,,100.0,0.0,2011
2766,201135140235,35140235,508,,45.9,185,2.7,,100.0,0.0,2011
2767,201135140236,35140236,402,,54.6,55,2.5,,100.0,0.0,2011
2768,201135140237,35140237,402,,34.0,145,2.9,,100.0,0.0,2011
2769,201135140238,35140238,395,,34.0,120,3.2,,100.0,0.0,2011
2770,201135140239,35140239,435,,40.4,165,2.7,,98.85,1.15,2011
2771,201135140240,35140240,415,,36.7,135,3.1,,98.8,1.2,2011
2772,201135140241,35140241,749,,57.4,280,1.9,,100.0,0.0,2011
2773,201135140242,35140242,481,,41.1,215,2.3,,100.0,0.0,2011
2774,201135140243,35140243,442,,43.3,190,2.4,,100.0,0.0,2011
2775,201135140244,35140244,489,,45.0,225,2.2,,100.0,0.0,2011
2776,201135140245,35140245,580,,58.3,175,2.4,,100.0,0.0,2011
2777,201135140246,35140246,501,,47.1,265,1.8,,100.0,0.0,2011
2778,201135140247,35140247,527,,42.2,185,2.4,,99.01,0.99,2011
2779,201135140248,35140248,524,,47.3,300,1.8,,100.0,0.0,2011
2780,201135140249,35140249,517,,48.8,260,2.0,,99.03,0.97,2011
2781,201135140250,35140250,436,,50.2,190,2.3,,100.0,0.0,2011
2782,201135140251,35140251,441,,48.9,205,2.2,,100.0,0.0,2011
2783,201135140252,35140252,1329,,59.7,595,2.2,,99.62,0.38,2011
2784,201135140253,35140253,488,,46.4,215,2.3,,100.0,0.0,2011
2785,201135140254,35140254,473,,50.6,205,2.3,,100.0,0.0,2011
2786,201135140255,35140255,473,,52.5,220,2.1,,100.0,0.0,2011
2787,201135140256,35140256,420,,50.0,180,2.3,,100.0,0.0,2011
2788,201135140257,35140257,535,,42.1,190,2.9,,100.0,0.0,2011
2789,201135140258,35140258,465,,45.9,175,2.7,,100.0,0.0,2011
2790,201135140259,35140259,515,,46.8,200,2.6,,100.0,0.0,2011
2791,201135140260,35140260,445,,44.6,160,2.8,,100.0,0.0,2011
2792,201135140261,35140261,405,,49.2,160,2.6,,98.77,1.23,2011
2793,201135140262,35140262,526,,47.7,195,2.7,,100.0,0.0,2011
2794,201135140263,35140263,580,,50.8,245,2.4,,100.0,0.0,2011
2795,201135140264,35140264,454,,49.2,185,2.5,,100.0,0.0,2011
2796,201135140265,35140265,490,,53.5,220,2.3,,100.0,0.0,2011
2797,201135140266,35140266,512,,44.7,220,2.3,,100.0,0.0,2011
2798,201135140267,35140267,540,,51.7,235,2.3,,100.0,0.0,2011
2799,201135140268,35140268,554,,49.3,225,2.3,,100.0,0.0,2011
2800,201135140269,35140269,576,,57.7,275,2.1,,100.0,0.0,2011
2801,201135150039,35150039,327,,44.1,130,2.5,,100.0,0.0,2011
2802,201135150040,35150040,716,,57.5,270,2.2,,100.0,0.0,2011
2803,201135150041,35150041,595,,49.6,250,2.4,,100.0,0.0,2011
2804,201135150043,35150043,597,,48.9,235,2.6,,100.0,0.0,2011
2805,201135150045,35150045,1714,,44.7,740,2.3,,99.71,0.29,2011
2806,201135150046,35150046,633,,38.1,265,2.4,,100.0,0.0,2011
2807,201135150047,35150047,575,,40.9,240,2.4,,100.0,0.0,2011
2808,201135150048,35150048,640,,36.4,300,2.1,,100.0,0.0,2011
2809,201135150049,35150049,392,,27.8,195,2.0,,100.0,0.0,2011
2810,201135150050,35150050,556,,34.0,230,2.4,,100.0,0.0,2011
2811,201135150051,35150051,494,,29.9,250,1.8,,100.0,0.0,2011
2812,201135150052,35150052,462,,30.2,215,2.1,,100.0,0.0,2011
2813,201135150053,35150053,443,,29.8,225,2.0,,100.0,0.0,2011
2814,201135150054,35150054,413,,34.8,190,2.2,,100.0,0.0,2011
2815,201135150055,35150055,461,,42.7,225,2.0,,100.0,0.0,2011
2816,201135150056,35150056,352,,40.8,155,2.4,,100.0,0.0,2011
2817,201135150057,35150057,366,,40.0,165,2.2,,98.63,1.37,2011
2818,201135150058,35150058,384,,41.0,175,2.2,,100.0,0.0,2011
2819,201135150059,35150059,726,,40.0,295,2.4,,100.0,0.0,2011
2820,201135150060,35150060,494,,50.8,220,2.2,,100.0,0.0,2011
2821,201135150061,35150061,704,,46.5,310,2.2,,100.0,0.0,2011
2822,201135150062,35150062,1099,,64.9,635,1.6,,100.0,0.0,2011
2823,201135150063,35150063,506,,39.0,245,2.1,,100.0,0.0,2011
2824,201135150064,35150064,395,,46.8,160,2.5,,100.0,0.0,2011
2825,201135150065,35150065,468,,41.3,190,2.4,,100.0,0.0,2011
2826,201135150066,35150066,520,,37.4,230,2.3,,100.0,0.0,2011
2827,201135150067,35150067,542,,44.0,290,1.9,,99.07,0.93,2011
2828,201135150068,35150068,443,,35.7,215,2.1,,100.0,0.0,2011
2829,201135150069,35150069,576,,25.0,315,1.8,,98.26,1.74,2011
2830,201135150070,35150070,588,,33.9,240,2.1,,99.15,0.85,2011
2831,201135150071,35150071,441,,29.6,190,2.3,,98.86,1.14,2011
2832,201135150072,35150072,525,,37.3,220,2.4,,100.0,0.0,2011
2833,201135150073,35150073,393,,41.7,170,2.3,,100.0,0.0,2011
2834,201135150074,35150074,707,,57.0,315,1.9,,100.0,0.0,2011
2835,201135150075,35150075,352,,58.3,220,1.6,,100.0,0.0,2011
2836,201135150076,35150076,551,,38.6,240,2.3,,100.0,0.0,2011
2837,201135150077,35150077,629,,38.2,265,2.3,,100.0,0.0,2011
2838,201135150078,35150078,590,,47.7,285,2.1,,99.15,0.85,2011
2839,201135150079,35150079,663,,36.6,270,2.5,,100.0,0.0,2011
2840,201135150080,35150080,560,,36.1,230,2.3,,99.1,0.9,2011
2841,201135150081,35150081,480,,35.0,210,2.2,,100.0,0.0,2011
2842,201135150082,35150082,495,,49.9,305,1.6,,100.0,0.0,2011
2843,201135150083,35150083,575,,42.9,295,1.9,,100.0,0.0,2011
2844,201135150084,35150084,401,,38.1,170,2.4,,100.0,0.0,2011
2845,201135150085,35150085,484,,41.3,210,2.3,,100.0,0.0,2011
2846,201135150086,35150086,533,,40.7,230,2.3,,100.0,0.0,2011
2847,201135150087,35150087,421,,42.9,205,2.1,,100.0,0.0,2011
2848,201135150088,35150088,452,,42.8,210,2.2,,98.9,1.1,2011
2849,201135150089,35150089,524,,38.6,250,2.1,,100.0,0.0,2011
2850,201135150090,35150090,369,,37.1,160,2.3,,100.0,0.0,2011
2851,201135150091,35150091,640,,45.1,285,2.2,,100.0,0.0,2011
2852,201135150092,35150092,540,,47.5,230,2.3,,100.0,0.0,2011
2853,201135150093,35150093,589,,30.9,210,2.8,,100.0,0.0,2011
2854,201135150094,35150094,432,,29.3,170,2.5,,100.0,0.0,2011
2855,201135150095,35150095,502,,46.9,225,2.2,,100.0,0.0,2011
2856,201135150096,35150096,536,,46.0,245,2.1,,100.0,0.0,2011
2857,201135150098,35150098,425,,43.9,175,2.4,,100.0,0.0,2011
2858,201135150099,35150099,366,,47.6,155,2.3,,100.0,0.0,2011
2859,201135150100,35150100,645,,42.7,255,2.5,,100.0,0.0,2011
2860,201135150101,35150101,343,,48.1,135,2.5,,100.0,0.0,2011
2861,201135150103,35150103,334,,41.2,120,2.8,,100.0,0.0,2011
2862,201135150104,35150104,624,,39.7,220,2.8,,100.0,0.0,2011
2863,201135150105,35150105,566,,41.7,230,2.5,,100.0,0.0,2011
2864,201135150107,35150107,493,,38.8,290,1.7,,100.0,0.0,2011
2865,201135150108,35150108,439,,36.8,200,2.2,,100.0,0.0,2011
2866,201135150109,35150109,470,,38.2,200,2.3,,100.0,0.0,2011
2867,201135150110,35150110,440,,52.0,205,2.1,,100.0,0.0,2011
2868,201135150111,35150111,711,,47.5,365,1.5,,100.0,0.0,2011
2869,201135150112,35150112,501,,43.6,255,1.5,,99.0,1.0,2011
2870,201135150113,35150113,615,,28.2,290,1.9,,100.0,0.0,2011
2871,201135150114,35150114,467,,32.4,245,1.8,,100.0,0.0,2011
2872,201135150115,35150115,582,,56.8,325,1.6,,100.0,0.0,2011
2873,201135150116,35150116,532,,27.9,280,1.8,,100.0,0.0,2011
2874,201135150117,35150117,524,,29.3,250,2.0,,100.0,0.0,2011
2875,201135150120,35150120,539,,34.0,235,2.3,,100.0,0.0,2011
2876,201135150121,35150121,698,,37.4,290,2.4,,100.0,0.0,2011
2877,201135150122,35150122,956,,42.2,415,2.3,,100.0,0.0,2011
