,demographics_key,dissemination_area,population,median_age,total_dwellings,average_household_size,median_household_income,mother_tongue_official_percentage,mother_tongue_unofficial_percentage,census_year
54902,202135390063,35390063,646,44.0,320,2.0,71500.0,92.25,7.75,2021
54903,202135390064,35390064,491,59.6,320,1.5,34000.0,93.88,6.12,2021
54904,202135390065,35390065,560,41.2,260,2.2,80000.0,91.96,8.04,2021
54905,202135390066,35390066,401,44.8,175,2.3,79500.0,92.5,7.5,2021
54906,202135390067,35390067,441,40.4,260,1.7,42000.0,88.64,11.36,2021
54907,202135390068,35390068,468,43.2,190,2.5,79500.0,83.87,16.13,2021
54908,202135390069,35390069,447,47.2,195,2.3,82000.0,88.89,11.11,2021
54909,202135390070,35390070,547,48.8,245,2.2,83000.0,86.24,13.76,2021
54910,202135390071,35390071,551,43.6,235,2.4,73500.0,85.45,14.55,2021
54911,202135390072,35390072,845,41.6,340,2.5,74000.0,85.8,14.2,2021
54912,202135390073,35390073,314,43.6,110,2.6,87000.0,87.1,12.9,2021
54913,202135390074,35390074,466,45.6,175,2.6,92000.0,88.3,11.7,2021
54914,202135390075,35390075,330,42.0,125,2.7,94000.0,90.91,9.09,2021
54915,202135390076,35390076,586,46.0,240,2.4,80000.0,84.62,15.38,2021
54916,202135390077,35390077,535,46.0,200,2.7,99000.0,87.85,12.15,2021
54917,202135390079,35390079,261,35.2,85,3.0,101000.0,82.69,17.31,2021
54918,202135390087,35390087,427,30.0,150,2.8,68000.0,90.7,9.3,2021
54919,202135390091,35390091,859,39.6,300,2.9,103000.0,71.51,28.49,2021
54920,202135390092,35390092,494,44.0,230,2.1,60000.0,84.85,15.15,2021
54921,202135390093,35390093,357,50.0,130,2.8,102000.0,72.22,27.78,2021
54922,202135390094,35390094,490,44.8,200,2.4,93000.0,81.63,18.37,2021
54923,202135390095,35390095,848,46.4,405,2.1,63200.0,84.12,15.88,2021
54924,202135390096,35390096,406,37.6,190,2.1,50000.0,76.53999999999999,23.46,2021
54925,202135390097,35390097,527,50.4,260,2.0,61600.0,85.71000000000001,14.29,2021
54926,202135390098,35390098,399,48.0,180,2.2,88000.0,88.75,11.25,2021
54927,202135390099,35390099,890,46.4,365,2.5,89000.0,91.57,8.43,2021
54928,202135390100,35390100,515,40.0,200,2.6,81000.0,87.38,12.62,2021
54929,202135390101,35390101,419,46.0,175,2.4,84000.0,86.75,13.25,2021
54930,202135390102,35390102,341,45.6,155,2.2,74000.0,89.71000000000001,10.29,2021
54931,202135390103,35390103,408,49.2,205,2.0,74500.0,92.68,7.32,2021
54932,202135390104,35390104,580,42.4,275,2.1,61200.0,93.1,6.9,2021
54933,202135390105,35390105,428,38.8,205,2.1,67000.0,88.24,11.76,2021
54934,202135390106,35390106,438,43.2,205,2.2,70500.0,89.77,10.23,2021
54935,202135390107,35390107,421,42.4,210,2.0,60800.0,89.28999999999999,10.71,2021
54936,202135390108,35390108,428,41.6,190,2.2,62400.0,82.56,17.44,2021
54937,202135390109,35390109,460,41.2,190,2.2,55200.0,91.3,8.7,2021
54938,202135390110,35390110,489,41.6,235,2.0,60400.0,87.63,12.37,2021
54939,202135390111,35390111,491,39.6,240,2.1,52000.0,86.87,13.13,2021
54940,202135390112,35390112,411,50.4,235,1.8,43200.0,85.37,14.63,2021
54941,202135390113,35390113,386,38.4,175,2.2,56800.0,84.42,15.58,2021
54942,202135390114,35390114,383,40.4,190,2.0,51600.0,89.61,10.39,2021
54943,202135390115,35390115,575,38.0,255,2.3,52800.0,85.22,14.78,2021
54944,202135390116,35390116,546,39.6,280,2.0,48400.0,87.16,12.84,2021
54945,202135390117,35390117,346,42.8,190,1.8,47200.0,89.86,10.14,2021
54946,202135390118,35390118,395,46.8,235,1.6,32400.0,81.01,18.99,2021
54947,202135390119,35390119,376,39.2,190,1.9,44800.0,83.33,16.67,2021
54948,202135390120,35390120,493,38.0,290,1.7,48400.0,85.71000000000001,14.29,2021
54949,202135390121,35390121,576,46.8,415,1.4,24200.0,86.61,13.39,2021
54950,202135390122,35390122,470,34.4,255,1.8,54000.0,86.17,13.83,2021
54951,202135390123,35390123,806,35.2,450,1.6,46000.0,88.82,11.18,2021
54952,202135390124,35390124,376,39.6,145,2.6,119000.0,94.67,5.33,2021
54953,202135390125,35390125,549,42.0,230,2.4,105000.0,97.27,2.73,2021
54954,202135390126,35390126,461,41.2,265,1.7,49600.0,92.39,7.61,2021
54955,202135390127,35390127,373,48.4,255,1.5,54400.0,92.0,8.0,2021
54956,202135390128,35390128,1092,60.8,675,1.5,59600.0,90.41,9.59,2021
54957,202135390129,35390129,554,36.0,395,1.4,48400.0,91.89,8.11,2021
54958,202135390130,35390130,370,38.8,230,1.6,54000.0,91.89,8.11,2021
54959,202135390131,35390131,442,38.4,235,1.9,75500.0,90.91,9.09,2021
54960,202135390132,35390132,343,35.2,170,2.0,76500.0,92.65,7.35,2021
54961,202135390133,35390133,486,41.6,225,1.9,60000.0,91.75,8.25,2021
54962,202135390134,35390134,472,44.8,215,2.2,95000.0,93.68,6.32,2021
54963,202135390135,35390135,402,41.2,185,2.2,88000.0,94.87,5.13,2021
54964,202135390136,35390136,507,40.0,235,2.1,91000.0,91.09,8.91,2021
54965,202135390137,35390137,477,49.6,245,2.0,78500.0,90.62,9.38,2021
54966,202135390138,35390138,348,43.6,160,2.2,86000.0,88.57,11.43,2021
54967,202135390139,35390139,830,44.8,370,2.2,68500.0,83.13,16.87,2021
54968,202135390142,35390142,589,35.6,235,2.5,66000.0,76.92,23.08,2021
54969,202135390143,35390143,397,37.2,140,2.9,81000.0,75.95,24.05,2021
54970,202135390144,35390144,1501,41.6,610,2.2,56800.0,73.33,26.67,2021
54971,202135390145,35390145,671,39.2,275,2.4,83000.0,76.87,23.13,2021
54972,202135390146,35390146,1514,44.8,750,2.0,68500.0,80.78999999999999,19.21,2021
54973,202135390147,35390147,294,39.6,95,3.2,121000.0,76.27,23.73,2021
54974,202135390148,35390148,704,42.8,265,2.7,90000.0,70.92,29.08,2021
54975,202135390149,35390149,306,44.0,105,2.8,94000.0,71.67,28.33,2021
54976,202135390150,35390150,339,36.4,135,2.6,80000.0,73.13,26.87,2021
54977,202135390151,35390151,818,32.0,355,2.3,57200.0,71.17,28.83,2021
54978,202135390152,35390152,434,42.4,170,2.6,88000.0,81.61,18.39,2021
54979,202135390153,35390153,535,36.0,195,2.7,83000.0,72.9,27.1,2021
54980,202135390154,35390154,630,28.8,205,3.1,69000.0,69.05,30.95,2021
54981,202135390155,35390155,353,43.2,105,3.3,96000.0,48.57,51.43,2021
54982,202135390156,35390156,372,37.6,105,3.5,107000.0,51.35,48.65,2021
54983,202135390157,35390157,1117,35.6,395,2.8,81000.0,62.16,37.84,2021
54984,202135390158,35390158,343,42.8,105,3.2,95000.0,52.94,47.06,2021
54985,202135390162,35390162,745,37.6,230,3.2,84000.0,59.73,40.27,2021
54986,202135390164,35390164,349,38.8,115,3.1,96000.0,67.14,32.86,2021
54987,202135390166,35390166,855,36.0,295,2.9,78500.0,64.91,35.09,2021
54988,202135390167,35390167,599,38.8,200,3.0,90000.0,68.33,31.67,2021
54989,202135390168,35390168,833,33.6,280,3.0,70500.0,67.47,32.53,2021
54990,202135390171,35390171,263,40.8,90,2.9,93000.0,84.62,15.38,2021
54991,202135390172,35390172,1045,46.4,480,2.2,60800.0,71.77,28.23,2021
54992,202135390173,35390173,807,42.8,310,2.6,84000.0,85.71000000000001,14.29,2021
54993,202135390174,35390174,667,42.8,255,2.6,92000.0,84.96000000000001,15.04,2021
54994,202135390175,35390175,1028,36.8,370,2.8,77500.0,75.73,24.27,2021
54995,202135390176,35390176,929,34.4,320,2.9,79500.0,67.74000000000001,32.26,2021
54996,202135390177,35390177,250,40.8,85,2.9,92000.0,76.0,24.0,2021
54997,202135390178,35390178,1160,28.0,375,3.1,68500.0,78.88,21.12,2021
54998,202135390179,35390179,416,42.8,150,2.8,94000.0,78.31,21.69,2021
54999,202135390180,35390180,706,44.4,250,2.8,110000.0,80.85,19.15,2021
55000,202135390181,35390181,425,42.0,160,2.6,82000.0,76.47,23.53,2021
55001,202135390182,35390182,256,46.4,100,2.6,88000.0,82.35,17.65,2021
55002,202135390183,35390183,653,35.2,230,2.9,80000.0,76.34,23.66,2021
55003,202135390185,35390185,301,50.0,115,2.6,105000.0,79.66,20.34,2021
55004,202135390186,35390186,905,33.6,350,2.6,74000.0,83.98,16.02,2021
55005,202135390187,35390187,599,41.2,215,2.8,99000.0,81.67,18.33,2021
55006,202135390188,35390188,782,40.0,295,2.7,76000.0,75.0,25.0,2021
55007,202135390191,35390191,821,26.4,275,3.0,62800.0,73.78,26.22,2021
55008,202135390194,35390194,564,40.0,255,2.2,59600.0,78.76,21.24,2021
55009,202135390197,35390197,366,44.0,200,1.8,48400.0,83.78,16.22,2021
55010,202135390198,35390198,290,46.4,145,2.0,52800.0,81.03,18.97,2021
55011,202135390199,35390199,337,36.8,150,2.3,58000.0,85.07,14.93,2021
55012,202135390200,35390200,809,34.4,395,2.0,43200.0,85.53,14.47,2021
55013,202135390201,35390201,539,39.6,265,2.1,71500.0,79.63,20.37,2021
55014,202135390202,35390202,594,35.2,255,2.3,63200.0,81.51,18.49,2021
55015,202135390203,35390203,701,38.0,345,2.0,64500.0,90.37,9.63,2021
55016,202135390204,35390204,520,40.8,275,1.9,76500.0,91.35,8.65,2021
55017,202135390205,35390205,434,38.0,210,2.1,78500.0,90.8,9.2,2021
55018,202135390206,35390206,345,43.2,165,2.1,81000.0,94.2,5.8,2021
55019,202135390207,35390207,378,41.6,215,1.8,48000.0,81.58,18.42,2021
55020,202135390208,35390208,557,42.0,305,1.8,59200.0,89.28999999999999,10.71,2021
55021,202135390212,35390212,624,33.6,235,2.7,67000.0,84.0,16.0,2021
55022,202135390213,35390213,274,44.0,135,2.0,56400.0,89.09,10.91,2021
55023,202135390214,35390214,710,39.2,365,1.9,58000.0,81.69,18.31,2021
55024,202135390215,35390215,385,47.6,155,2.5,86000.0,84.42,15.58,2021
55025,202135390216,35390216,489,39.6,190,2.6,81000.0,77.55,22.45,2021
55026,202135390217,35390217,550,44.8,220,2.5,70000.0,76.36,23.64,2021
55027,202135390218,35390218,744,40.4,385,2.0,52800.0,76.51,23.49,2021
55028,202135390219,35390219,632,43.6,235,2.7,86000.0,82.53999999999999,17.46,2021
55029,202135390226,35390226,545,45.2,200,2.7,95000.0,79.82,20.18,2021
55030,202135390227,35390227,629,44.4,230,2.7,98000.0,75.4,24.6,2021
55031,202135390228,35390228,1049,37.2,395,2.6,76500.0,68.1,31.9,2021
55032,202135390234,35390234,371,50.8,160,2.4,88000.0,83.78,16.22,2021
55033,202135390235,35390235,494,38.0,185,2.7,81000.0,84.85,15.15,2021
55034,202135390237,35390237,435,33.6,155,2.8,84000.0,78.16,21.84,2021
55035,202135390240,35390240,703,38.4,285,2.5,81000.0,77.14,22.86,2021
55036,202135390241,35390241,449,48.8,175,2.6,102000.0,74.16,25.84,2021
55037,202135390242,35390242,286,48.8,110,2.6,126000.0,84.48,15.52,2021
55038,202135390243,35390243,545,49.6,220,2.5,130000.0,89.91,10.09,2021
55039,202135390244,35390244,516,43.2,260,2.0,73000.0,90.38,9.62,2021
55040,202135390245,35390245,582,45.2,275,2.1,92000.0,93.16,6.84,2021
55041,202135390246,35390246,485,47.2,215,2.3,103000.0,94.85,5.15,2021
55042,202135390247,35390247,583,41.2,265,2.2,99000.0,94.02,5.98,2021
55043,202135390248,35390248,565,49.2,230,2.4,140000.0,96.46,3.54,2021
55044,202135390249,35390249,1123,45.2,415,2.7,107000.0,78.67,21.33,2021
55045,202135390250,35390250,439,44.8,185,2.3,84000.0,79.31,20.69,2021
55046,202135390256,35390256,584,40.8,205,2.8,105000.0,75.21000000000001,24.79,2021
55047,202135390257,35390257,971,36.4,375,2.6,77000.0,74.74,25.26,2021
55048,202135390258,35390258,293,33.2,100,3.0,86000.0,71.19,28.81,2021
55049,202135390259,35390259,568,37.2,195,2.9,101000.0,85.84,14.16,2021
55050,202135390260,35390260,289,42.8,115,2.5,87000.0,87.72,12.28,2021
55051,202135390261,35390261,462,38.8,165,2.8,106000.0,85.87,14.13,2021
55052,202135390262,35390262,652,32.0,240,2.8,60400.0,63.85,36.15,2021
55053,202135390263,35390263,341,44.0,110,3.1,128000.0,72.06,27.94,2021
55054,202135390264,35390264,679,46.8,225,3.0,136000.0,70.59,29.41,2021
55055,202135390266,35390266,429,66.0,205,2.1,87000.0,76.47,23.53,2021
55056,202135390267,35390267,637,39.6,270,2.4,82000.0,81.1,18.9,2021
55057,202135390272,35390272,834,33.6,305,2.7,67000.0,72.89,27.11,2021
55058,202135390273,35390273,627,38.0,235,2.7,83000.0,73.6,26.4,2021
55059,202135390274,35390274,400,52.8,150,2.6,98000.0,82.28,17.72,2021
55060,202135390275,35390275,338,48.4,125,2.8,132000.0,86.76,13.24,2021
55061,202135390276,35390276,422,43.6,150,2.9,125000.0,89.41,10.59,2021
55062,202135390277,35390277,347,41.6,105,3.1,132000.0,83.82,16.18,2021
55063,202135390278,35390278,551,44.8,190,2.9,145000.0,83.64,16.36,2021
55064,202135390280,35390280,584,50.4,240,2.4,108000.0,83.76,16.24,2021
55065,202135390281,35390281,441,44.0,200,2.2,70500.0,78.41,21.59,2021
55066,202135390282,35390282,393,40.4,130,3.0,105000.0,82.05,17.95,2021
55067,202135390283,35390283,444,38.8,215,2.0,54000.0,69.32,30.68,2021
55068,202135390284,35390284,752,44.0,350,2.2,59600.0,64.9,35.1,2021
55069,202135390285,35390285,545,43.6,260,2.1,58400.0,77.06,22.94,2021
55070,202135390286,35390286,451,48.0,180,2.5,110000.0,82.22,17.78,2021
55071,202135390287,35390287,656,40.4,340,1.9,58400.0,84.73,15.27,2021
55072,202135390288,35390288,748,42.8,430,1.7,42800.0,75.33,24.67,2021
55073,202135390289,35390289,1269,40.8,695,1.8,50800.0,88.14,11.86,2021
55074,202135390290,35390290,381,38.8,160,2.4,72000.0,79.22,20.78,2021
55075,202135390291,35390291,559,54.8,280,2.0,66500.0,87.5,12.5,2021
55076,202135390292,35390292,506,40.0,200,2.5,86000.0,84.16,15.84,2021
55077,202135390293,35390293,278,41.6,110,2.5,81000.0,83.93,16.07,2021
55078,202135390296,35390296,826,50.4,315,2.6,111000.0,80.0,20.0,2021
55079,202135390297,35390297,365,47.2,155,2.3,80000.0,88.73,11.27,2021
55080,202135390298,35390298,943,44.8,330,2.8,128000.0,85.64,14.36,2021
55081,202135390299,35390299,1294,41.2,680,1.9,53600.0,76.36,23.64,2021
55082,202135390300,35390300,435,30.6,170,2.6,68000.0,78.16,21.84,2021
55083,202135390301,35390301,512,41.2,220,2.3,78500.0,87.25,12.75,2021
55084,202135390303,35390303,1070,40.8,510,2.1,63200.0,79.81,20.19,2021
55085,202135390306,35390306,422,37.6,195,2.1,64500.0,89.41,10.59,2021
55086,202135390307,35390307,416,40.0,200,2.1,83000.0,91.67,8.33,2021
55087,202135390308,35390308,509,39.2,245,2.1,60400.0,91.18,8.82,2021
55088,202135390311,35390311,594,36.0,300,1.9,73000.0,93.81,6.19,2021
55089,202135390312,35390312,671,36.0,390,1.7,56800.0,90.3,9.7,2021
55090,202135390313,35390313,458,36.8,230,2.0,72000.0,87.78,12.22,2021
55091,202135390314,35390314,494,31.8,255,1.9,54400.0,91.84,8.16,2021
55092,202135390315,35390315,654,59.2,365,1.4,27000.0,83.97,16.03,2021
55093,202135390316,35390316,569,32.0,255,2.2,70000.0,82.46000000000001,17.54,2021
55094,202135390321,35390321,629,36.0,380,1.7,34800.0,65.87,34.13,2021
55095,202135390323,35390323,1088,26.2,535,2.0,44000.0,56.94,43.06,2021
55096,202135390324,35390324,433,27.8,190,2.2,60000.0,83.91,16.09,2021
55097,202135390325,35390325,669,32.4,310,2.1,65000.0,81.2,18.8,2021
55098,202135390326,35390326,606,29.2,375,1.6,26000.0,83.47,16.53,2021
55099,202135390327,35390327,813,60.8,250,1.8,62400.0,76.92,23.08,2021
55100,202135390328,35390328,631,42.0,355,1.8,68000.0,80.31,19.69,2021
55101,202135390329,35390329,343,50.4,145,2.3,117000.0,94.2,5.8,2021
55102,202135390330,35390330,414,25.6,200,2.1,43600.0,56.1,43.9,2021
55103,202135390333,35390333,916,33.6,405,2.3,68000.0,66.67,33.33,2021
55104,202135390334,35390334,482,35.6,170,2.9,105000.0,63.54,36.46,2021
55105,202135390335,35390335,370,38.8,140,2.7,100000.0,70.27,29.73,2021
55106,202135390336,35390336,614,52.4,240,2.5,127000.0,78.86,21.14,2021
55107,202135390337,35390337,529,40.0,190,2.8,119000.0,80.19,19.81,2021
55108,202135390338,35390338,323,28.0,125,2.6,68000.0,63.08,36.92,2021
55109,202135390339,35390339,445,37.2,150,2.9,100000.0,71.59,28.41,2021
55110,202135390340,35390340,535,36.4,190,2.9,97000.0,71.03,28.97,2021
55111,202135390341,35390341,382,38.4,160,2.4,87000.0,71.05,28.95,2021
55112,202135390342,35390342,351,41.6,115,3.0,106000.0,74.28999999999999,25.71,2021
55113,202135390343,35390343,298,36.8,95,3.0,123000.0,71.67,28.33,2021
55114,202135390344,35390344,295,40.8,105,2.7,116000.0,79.66,20.34,2021
55115,202135390345,35390345,608,35.6,220,2.8,92000.0,77.05,22.95,2021
55116,202135390346,35390346,412,39.2,155,2.7,91000.0,82.93,17.07,2021
55117,202135390347,35390347,352,30.2,115,3.1,86000.0,80.0,20.0,2021
55118,202135390348,35390348,977,23.0,285,3.4,63200.0,77.55,22.45,2021
55119,202135390349,35390349,1003,32.4,420,2.4,55600.0,66.0,34.0,2021
55120,202135390350,35390350,741,35.6,300,2.5,78000.0,75.84,24.16,2021
55121,202135390351,35390351,575,37.2,210,2.7,89000.0,79.13,20.87,2021
55122,202135390352,35390352,885,38.4,320,2.8,82000.0,76.84,23.16,2021
55123,202135390353,35390353,622,37.6,225,2.8,101000.0,83.87,16.13,2021
55124,202135390354,35390354,427,34.8,140,3.1,77000.0,74.12,25.88,2021
55125,202135390355,35390355,5721,34.0,1835,3.1,104000.0,61.19,38.81,2021
55126,202135390360,35390360,343,44.0,130,2.6,102000.0,82.35,17.65,2021
55127,202135390361,35390361,940,46.8,355,2.6,98000.0,81.82,18.18,2021
55128,202135390364,35390364,517,48.4,175,3.0,236000.0,79.05,20.95,2021
55129,202135390365,35390365,579,46.4,190,3.0,156000.0,73.03999999999999,26.96,2021
55130,202135390366,35390366,443,48.4,140,3.2,172000.0,64.77000000000001,35.23,2021
55131,202135390367,35390367,343,46.4,115,3.0,158000.0,68.12,31.88,2021
55132,202135390368,35390368,412,32.4,150,2.4,83000.0,62.2,37.8,2021
55133,202135390374,35390374,369,52.0,145,2.5,109000.0,64.38,35.62,2021
55134,202135390375,35390375,612,25.6,260,2.4,67000.0,68.85,31.15,2021
55135,202135390376,35390376,347,44.8,120,2.9,157000.0,75.36,24.64,2021
55136,202135390379,35390379,531,49.6,180,2.9,122000.0,67.92,32.08,2021
55137,202135390394,35390394,1723,41.2,615,2.8,144000.0,82.03,17.97,2021
55138,202135390395,35390395,549,42.4,190,3.0,147000.0,93.58,6.42,2021
55139,202135390396,35390396,428,43.2,180,2.4,109000.0,92.86,7.14,2021
55140,202135390399,35390399,447,42.8,155,2.9,112000.0,86.67,13.33,2021
55141,202135390400,35390400,1032,49.2,395,2.6,116000.0,79.13,20.87,2021
55142,202135390401,35390401,386,44.8,140,2.8,139000.0,90.91,9.09,2021
55143,202135390402,35390402,438,40.8,150,2.9,170000.0,94.25,5.75,2021
55144,202135390405,35390405,492,42.4,190,2.5,104000.0,88.89,11.11,2021
55145,202135390406,35390406,499,34.8,205,2.5,66500.0,78.0,22.0,2021
55146,202135390407,35390407,931,40.4,310,3.0,123000.0,82.8,17.2,2021
55147,202135390408,35390408,289,42.8,105,2.8,140000.0,94.83,5.17,2021
55148,202135390409,35390409,486,34.4,195,2.5,87000.0,80.41,19.59,2021
55149,202135390410,35390410,1050,36.4,490,2.1,50800.0,51.43,48.57,2021
55150,202135390411,35390411,778,46.0,310,2.5,99000.0,85.26,14.74,2021
55151,202135390412,35390412,356,48.0,145,2.4,110000.0,90.14,9.86,2021
55152,202135390413,35390413,541,45.6,220,2.5,107000.0,91.74,8.26,2021
55153,202135390414,35390414,499,54.4,225,2.2,94000.0,91.0,9.0,2021
55154,202135390415,35390415,519,59.2,230,2.3,148000.0,90.29,9.71,2021
55155,202135390416,35390416,440,48.4,180,2.4,114000.0,89.77,10.23,2021
55156,202135390417,35390417,391,46.0,150,2.6,124000.0,91.03,8.97,2021
55157,202135390418,35390418,402,55.2,170,2.4,116000.0,90.0,10.0,2021
55158,202135390419,35390419,385,56.0,200,1.9,82000.0,70.13,29.87,2021
55159,202135390420,35390420,799,48.4,300,2.7,112000.0,78.75,21.25,2021
55160,202135390421,35390421,396,41.6,145,2.7,106000.0,91.14,8.86,2021
55161,202135390422,35390422,444,47.2,170,2.6,107000.0,89.89,10.11,2021
55162,202135390425,35390425,1159,28.0,430,2.7,59600.0,55.6,44.4,2021
55163,202135390426,35390426,802,34.4,400,1.9,49600.0,59.01,40.99,2021
55164,202135390429,35390429,557,39.6,245,2.3,94000.0,90.09,9.91,2021
55165,202135390430,35390430,1163,31.6,685,1.7,51600.0,71.67,28.33,2021
55166,202135390434,35390434,838,40.4,400,2.1,64000.0,89.22,10.78,2021
55167,202135390437,35390437,669,58.4,330,2.0,91000.0,83.46000000000001,16.54,2021
55168,202135390438,35390438,710,56.4,285,2.5,148000.0,80.28,19.72,2021
55169,202135390439,35390439,725,69.5,365,2.0,87000.0,81.38,18.62,2021
55170,202135390440,35390440,518,56.0,210,2.5,170000.0,91.35,8.65,2021
55171,202135390441,35390441,736,53.2,280,2.6,148000.0,84.35,15.65,2021
55172,202135390442,35390442,519,61.2,305,1.7,56800.0,84.62,15.38,2021
55173,202135390443,35390443,815,64.5,490,1.7,65500.0,85.89,14.11,2021
55174,202135390444,35390444,287,47.2,105,2.8,128000.0,92.98,7.02,2021
55175,202135390445,35390445,404,43.6,130,3.1,145000.0,90.12,9.88,2021
55176,202135390446,35390446,857,44.8,315,2.7,125000.0,92.35,7.65,2021
55177,202135390448,35390448,357,42.8,140,2.6,115000.0,91.55,8.45,2021
55178,202135390449,35390449,476,40.4,170,2.8,132000.0,92.71,7.29,2021
55179,202135390451,35390451,346,43.6,115,3.0,154000.0,92.75,7.25,2021
55180,202135390452,35390452,403,42.4,160,2.5,106000.0,91.25,8.75,2021
55181,202135390453,35390453,354,44.8,145,2.4,92000.0,90.0,10.0,2021
55182,202135390454,35390454,436,42.4,175,2.5,102000.0,88.51,11.49,2021
55183,202135390455,35390455,489,46.4,220,2.2,94000.0,93.88,6.12,2021
55184,202135390456,35390456,464,48.4,180,2.6,106000.0,92.47,7.53,2021
55185,202135390457,35390457,388,50.0,160,2.5,124000.0,93.59,6.41,2021
55186,202135390459,35390459,1033,40.4,320,3.2,194000.0,85.44,14.56,2021
55187,202135390460,35390460,6184,38.0,2250,2.8,113000.0,75.18,24.82,2021
55188,202135390461,35390461,451,40.0,185,2.4,91000.0,93.33,6.67,2021
55189,202135390462,35390462,425,44.0,165,2.5,107000.0,97.65,2.35,2021
55190,202135390463,35390463,396,46.4,165,2.4,82000.0,88.61,11.39,2021
55191,202135390464,35390464,405,46.0,140,2.9,162000.0,87.65,12.35,2021
55192,202135390465,35390465,349,46.0,125,2.8,138000.0,92.86,7.14,2021
55193,202135390466,35390466,583,50.8,180,2.8,158000.0,89.66,10.34,2021
55194,202135390539,35390539,448,40.8,160,2.9,134000.0,82.02,17.98,2021
55195,202135390540,35390540,486,46.4,175,2.8,162000.0,89.69,10.31,2021
55196,202135390541,35390541,744,27.8,445,1.7,51600.0,79.87,20.13,2021
55197,202135390542,35390542,640,26.2,335,1.9,52800.0,71.09,28.91,2021
55198,202135390543,35390543,630,29.4,375,1.7,52000.0,78.57,21.43,2021
55199,202135390544,35390544,477,31.6,275,1.7,62800.0,91.67,8.33,2021
55200,202135390545,35390545,1152,33.6,680,1.6,58000.0,79.22,20.78,2021
55201,202135390546,35390546,641,56.4,490,1.3,25000.0,76.0,24.0,2021
55202,202135390547,35390547,779,40.0,525,1.5,57600.0,78.06,21.94,2021
55203,202135390548,35390548,965,33.2,655,1.4,39600.0,83.33,16.67,2021
55204,202135390549,35390549,1456,34.8,830,1.7,69000.0,72.63,27.37,2021
55205,202135390550,35390550,1385,34.8,855,1.6,73000.0,81.59,18.41,2021
55206,202135390551,35390551,434,46.0,195,1.9,48000.0,86.49,13.51,2021
55207,202135390552,35390552,388,41.6,275,1.4,60000.0,79.49,20.51,2021
55208,202135390553,35390553,362,45.6,250,1.5,51200.0,75.0,25.0,2021
55209,202135390554,35390554,1022,39.2,615,1.6,52800.0,79.9,20.1,2021
55210,202135390555,35390555,634,40.4,380,1.4,38000.0,85.71000000000001,14.29,2021
55211,202135390556,35390556,669,34.0,380,1.8,58000.0,88.06,11.94,2021
55212,202135390557,35390557,675,36.0,405,1.6,40800.0,88.15,11.85,2021
55213,202135390558,35390558,737,43.2,395,1.5,31600.0,80.51,19.49,2021
55214,202135390559,35390559,1711,29.6,975,1.8,42000.0,61.7,38.3,2021
55215,202135390560,35390560,467,45.6,215,2.2,62400.0,89.25,10.75,2021
55216,202135390561,35390561,612,42.8,270,2.2,65500.0,86.67,13.33,2021
55217,202135390562,35390562,509,40.8,220,2.3,76500.0,87.25,12.75,2021
55218,202135390563,35390563,431,46.8,205,2.1,68500.0,86.05,13.95,2021
55219,202135390564,35390564,471,53.6,215,2.2,76500.0,81.91,18.09,2021
55220,202135390578,35390578,603,32.0,210,2.9,71000.0,85.12,14.88,2021
55221,202135390579,35390579,616,33.6,230,2.7,74000.0,85.37,14.63,2021
55222,202135390580,35390580,919,43.2,395,2.3,68500.0,89.13,10.87,2021
55223,202135390581,35390581,302,40.0,125,2.4,76500.0,91.67,8.33,2021
55224,202135390582,35390582,706,41.2,310,2.3,72000.0,85.82,14.18,2021
55225,202135390584,35390584,542,51.2,265,2.0,54800.0,84.11,15.89,2021
55226,202135390585,35390585,629,36.0,300,2.1,50000.0,89.68,10.32,2021
55227,202135390586,35390586,434,38.4,190,2.3,59200.0,93.1,6.9,2021
55228,202135390587,35390587,500,40.0,220,2.3,66000.0,91.09,8.91,2021
55229,202135390588,35390588,393,43.2,170,2.3,70000.0,92.41,7.59,2021
55230,202135390589,35390589,512,38.8,250,2.0,50400.0,86.27,13.73,2021
55231,202135390592,35390592,805,25.4,325,2.5,54000.0,68.94,31.06,2021
55232,202135390593,35390593,591,29.8,280,2.1,53600.0,78.81,21.19,2021
55233,202135390595,35390595,1277,26.4,445,2.9,63200.0,61.72,38.28,2021
55234,202135390596,35390596,562,37.2,210,2.7,83000.0,84.07,15.93,2021
55235,202135390597,35390597,492,33.6,210,2.3,66000.0,80.61,19.39,2021
55236,202135390598,35390598,616,44.4,215,2.8,89000.0,71.77,28.23,2021
55237,202135390599,35390599,419,35.2,140,3.0,79500.0,70.24,29.76,2021
55238,202135390600,35390600,567,46.0,205,2.8,93000.0,67.25999999999999,32.74,2021
55239,202135390601,35390601,992,38.0,330,3.0,92000.0,62.63,37.37,2021
55240,202135390604,35390604,1016,30.0,405,2.5,58800.0,66.18,33.82,2021
55241,202135390605,35390605,705,38.4,310,2.3,63200.0,75.18,24.82,2021
55242,202135390606,35390606,865,49.6,220,2.6,62000.0,70.0,30.0,2021
55243,202135390607,35390607,464,45.2,200,2.3,73500.0,75.27,24.73,2021
55244,202135390611,35390611,568,37.2,190,3.0,83000.0,69.03,30.97,2021
55245,202135390616,35390616,252,48.4,105,2.4,78500.0,78.43,21.57,2021
55246,202135390617,35390617,300,40.8,140,2.1,62000.0,78.33,21.67,2021
