,demographics_key,dissemination_area,population,median_age,total_dwellings,average_household_size,median_household_income,mother_tongue_official_percentage,mother_tongue_unofficial_percentage,census_year
17344,201135431231,35431231,583,51.3,235,2.4,35200.0,100.0,0.0,2011
17345,201135431234,35431234,451,48.2,180,2.6,32480.0,100.0,0.0,2011
17346,201135431238,35431238,779,33.0,305,2.5,20928.0,100.0,0.0,2011
17347,201135431239,35431239,522,43.4,200,2.7,32608.0,100.0,0.0,2011
17348,201135431240,35431240,500,44.0,195,2.6,31925.0,100.0,0.0,2011
17349,201135431241,35431241,968,47.1,370,2.7,37581.0,100.0,0.0,2011
17350,201135431242,35431242,655,48.7,260,2.5,36629.0,100.0,0.0,2011
17351,201135431243,35431243,434,42.5,150,2.8,29269.0,100.0,0.0,2011
17352,201135431244,35431244,490,41.4,170,2.9,30059.0,100.0,0.0,2011
17353,201135431245,35431245,406,41.6,150,2.6,31040.0,100.0,0.0,2011
17354,201135431246,35431246,702,61.6,360,1.9,31200.0,100.0,0.0,2011
17355,201135431247,35431247,433,65.4,230,1.9,36949.0,98.85,1.15,2011
17356,201135431248,35431248,535,53.0,230,2.3,30112.0,100.0,0.0,2011
17357,201135431249,35431249,421,44.5,155,2.6,32192.0,100.0,0.0,2011
17358,201135431250,35431250,610,64.4,280,2.2,42976.0,100.0,0.0,2011
17359,201135431251,35431251,376,44.2,140,2.6,29984.0,100.0,0.0,2011
17360,201135431252,35431252,395,45.4,150,2.5,36480.0,98.75,1.25,2011
17361,201135431254,35431254,794,47.1,325,2.4,36288.0,100.0,0.0,2011
17362,201135431258,35431258,666,51.3,290,2.3,35456.0,100.0,0.0,2011
17363,201135431259,35431259,511,46.6,190,2.6,37760.0,100.0,0.0,2011
17364,201135431260,35431260,544,48.1,225,2.4,34432.0,100.0,0.0,2011
17365,201135431261,35431261,609,47.6,230,2.7,32576.0,100.0,0.0,2011
17366,201135431262,35431262,606,45.1,245,2.5,33216.0,99.17,0.83,2011
17367,201135431263,35431263,689,47.2,240,2.9,44032.0,100.0,0.0,2011
17368,201135431264,35431264,687,42.7,225,3.0,45952.0,100.0,0.0,2011
17369,201135431265,35431265,555,48.0,205,2.6,35712.0,100.0,0.0,2011
17370,201135431266,35431266,533,55.1,235,2.3,33664.0,100.0,0.0,2011
17371,201135431267,35431267,413,70.9,250,1.7,26048.0,100.0,0.0,2011
17372,201135431268,35431268,1291,36.4,395,2.9,37248.0,98.67,1.33,2011
17373,201135431269,35431269,558,38.6,180,3.1,39360.0,99.11,0.89,2011
17374,201135431270,35431270,341,52.6,155,2.2,27040.0,100.0,0.0,2011
17375,201135431271,35431271,477,44.0,165,2.9,41600.0,98.95,1.05,2011
17376,201135431272,35431272,436,44.4,165,2.6,38016.0,100.0,0.0,2011
17377,201135431273,35431273,498,40.0,175,2.9,43179.0,100.0,0.0,2011
17378,201135431274,35431274,446,38.6,165,2.7,35968.0,100.0,0.0,2011
17379,201135431275,35431275,551,44.6,195,2.8,36267.0,100.0,0.0,2011
17380,201135431276,35431276,547,44.4,195,2.8,42667.0,100.0,0.0,2011
17381,201135431277,35431277,519,39.8,195,2.6,32512.0,100.0,0.0,2011
17382,201135431278,35431278,514,38.2,175,2.9,33792.0,100.0,0.0,2011
17383,201135431279,35431279,446,40.3,170,2.6,35371.0,98.88,1.12,2011
17384,201135431280,35431280,434,40.0,155,2.9,32352.0,100.0,0.0,2011
17385,201135431281,35431281,419,48.0,180,2.4,39680.0,100.0,0.0,2011
17386,201135431282,35431282,533,38.9,175,3.0,35200.0,99.07,0.93,2011
17387,201135431283,35431283,446,45.0,170,2.6,34176.0,100.0,0.0,2011
17388,201135431284,35431284,348,40.3,145,2.5,32981.0,100.0,0.0,2011
17389,201135431285,35431285,347,47.4,160,2.2,30272.0,98.55,1.45,2011
17390,201135431286,35431286,399,38.4,145,2.9,32320.0,100.0,0.0,2011
17391,201135431287,35431287,403,46.8,120,2.6,32320.0,100.0,0.0,2011
17392,201135431288,35431288,326,42.6,105,3.0,40128.0,98.44,1.56,2011
17393,201135431289,35431289,435,33.1,125,3.5,35712.0,100.0,0.0,2011
17394,201135431290,35431290,522,35.1,160,3.4,34133.0,100.0,0.0,2011
17395,201135431291,35431291,417,40.9,160,2.7,33963.0,100.0,0.0,2011
17396,201135431292,35431292,734,36.9,245,3.0,43136.0,98.64,1.36,2011
17397,201135431293,35431293,449,43.1,165,2.7,32704.0,100.0,0.0,2011
17398,201135431294,35431294,578,46.8,250,2.3,34304.0,100.0,0.0,2011
17399,201135431295,35431295,568,41.6,215,2.7,37333.0,100.0,0.0,2011
17400,201135431296,35431296,505,42.2,190,2.7,33216.0,100.0,0.0,2011
17401,201135431297,35431297,543,40.5,200,2.7,34970.0,100.0,0.0,2011
17402,201135431298,35431298,562,46.7,240,2.3,38880.0,99.11,0.89,2011
17403,201135431299,35431299,537,47.0,195,2.7,37760.0,100.0,0.0,2011
17404,201135431300,35431300,412,45.9,175,2.4,38144.0,98.8,1.2,2011
17405,201135431301,35431301,647,32.6,220,2.9,40000.0,98.45,1.55,2011
17406,201135431302,35431302,3128,33.3,1020,3.1,36041.0,99.04,0.96,2011
17407,201135431303,35431303,663,39.5,230,2.9,37376.0,100.0,0.0,2011
17408,201135431304,35431304,1385,31.7,440,3.1,37184.0,98.92,1.08,2011
17409,201135431305,35431305,574,32.3,200,2.9,33877.0,100.0,0.0,2011
17410,201135431306,35431306,575,37.2,180,3.2,34944.0,100.0,0.0,2011
17411,201135431307,35431307,425,39.6,160,2.7,35904.0,100.0,0.0,2011
17412,201135431308,35431308,587,40.6,215,2.8,33203.0,100.0,0.0,2011
17413,201135431309,35431309,640,80.5,310,1.5,30571.0,98.97,1.03,2011
17414,201135431310,35431310,696,47.9,270,2.6,35200.0,100.0,0.0,2011
17415,201135431311,35431311,408,46.8,220,1.8,26048.0,100.0,0.0,2011
17416,201135431312,35431312,603,47.9,270,2.2,40000.0,100.0,0.0,2011
17417,201135431313,35431313,381,37.2,130,2.9,28864.0,100.0,0.0,2011
17418,201135431315,35431315,424,38.5,180,2.3,31104.0,100.0,0.0,2011
17419,201135431316,35431316,383,32.5,130,3.0,26464.0,100.0,0.0,2011
17420,201135431317,35431317,374,36.7,135,2.8,32960.0,98.67,1.33,2011
17421,201135431318,35431318,421,34.2,150,2.8,32096.0,100.0,0.0,2011
17422,201135431319,35431319,445,33.2,150,3.0,35712.0,100.0,0.0,2011
17423,201135431320,35431320,243,35.6,80,3.0,39168.0,100.0,0.0,2011
17424,201135431321,35431321,658,30.7,210,3.1,38816.0,99.24,0.76,2011
17425,201135431322,35431322,593,31.9,185,3.2,43392.0,98.31,1.69,2011
17426,201135431323,35431323,346,32.6,125,2.8,38272.0,100.0,0.0,2011
17427,201135431324,35431324,524,31.2,170,3.1,26432.0,100.0,0.0,2011
17428,201135431325,35431325,325,46.6,125,2.7,36864.0,100.0,0.0,2011
17429,201135431327,35431327,1756,39.5,560,3.1,43584.0,99.72,0.28,2011
17430,201135431328,35431328,429,44.5,145,2.9,37547.0,100.0,0.0,2011
17431,201135431329,35431329,778,57.6,350,2.2,39360.0,100.0,0.0,2011
17432,201135431330,35431330,402,46.5,160,2.5,36608.0,100.0,0.0,2011
17433,201135431332,35431332,855,43.7,200,2.4,48320.0,100.0,0.0,2011
17434,201135431333,35431333,467,39.6,170,2.7,35456.0,100.0,0.0,2011
17435,201135431335,35431335,418,50.9,185,2.2,27200.0,100.0,0.0,2011
17436,201135431336,35431336,614,50.4,270,2.2,29035.0,99.19,0.81,2011
17437,201135431337,35431337,260,54.2,115,2.3,28160.0,100.0,0.0,2011
17438,201135431338,35431338,333,39.4,120,2.8,34816.0,100.0,0.0,2011
17439,201135431339,35431339,596,33.2,170,3.5,31723.0,97.48,2.52,2011
17440,201135431340,35431340,311,37.9,100,3.3,36480.0,98.39,1.61,2011
17441,201135431342,35431342,586,33.2,205,2.9,36480.0,100.0,0.0,2011
17442,201135431346,35431346,748,33.5,280,2.7,23339.0,99.33,0.67,2011
17443,201135431347,35431347,682,30.8,250,2.7,27123.0,99.27,0.73,2011
17444,201135431348,35431348,585,30.3,185,3.2,31424.0,100.0,0.0,2011
17445,201135431349,35431349,540,43.2,190,2.8,36352.0,100.0,0.0,2011
17446,201135431350,35431350,579,40.7,210,2.7,33152.0,100.0,0.0,2011
17447,201135431352,35431352,834,34.4,245,3.4,38272.0,98.8,1.2,2011
17448,201135431353,35431353,1098,42.6,340,2.9,35392.0,99.09,0.91,2011
17449,201135431354,35431354,460,46.9,160,2.8,37248.0,100.0,0.0,2011
17450,201135431355,35431355,5157,31.3,1580,3.3,41344.0,99.32,0.68,2011
17451,201135431357,35431357,789,47.2,275,2.9,40704.0,100.0,0.0,2011
17452,201135431358,35431358,460,46.1,175,2.6,33024.0,100.0,0.0,2011
17453,201135431359,35431359,601,47.1,220,2.7,32480.0,99.17,0.83,2011
17454,201135431360,35431360,827,66.1,425,1.8,26752.0,100.0,0.0,2011
17455,201135431361,35431361,639,48.1,250,2.6,35072.0,100.0,0.0,2011
17456,201135431364,35431364,774,27.6,275,2.9,25120.0,99.35,0.65,2011
17457,201135431365,35431365,548,31.7,190,2.9,34901.0,100.0,0.0,2011
17458,201135431366,35431366,738,29.8,290,2.6,28480.0,99.32,0.68,2011
17459,201135431367,35431367,427,30.0,155,2.7,30016.0,98.82,1.18,2011
17460,201135431368,35431368,741,28.1,290,2.6,32000.0,100.0,0.0,2011
17461,201135431369,35431369,1638,32.1,465,3.5,42837.0,100.0,0.0,2011
17462,201135431370,35431370,1011,33.9,270,3.7,39893.0,99.5,0.5,2011
17463,201135431371,35431371,641,35.2,175,3.7,39680.0,100.0,0.0,2011
17464,201135431372,35431372,347,38.8,105,3.3,33792.0,100.0,0.0,2011
17465,201135440163,35440163,608,52.1,260,2.3,34603.0,99.18,0.82,2011
17466,201135440164,35440164,540,47.9,215,2.4,30016.0,100.0,0.0,2011
17467,201135440165,35440165,535,55.5,235,2.2,37824.0,100.0,0.0,2011
17468,201135440166,35440166,1127,45.2,425,2.6,38592.0,100.0,0.0,2011
17469,201135440167,35440167,613,46.4,235,2.6,34816.0,100.0,0.0,2011
17470,201135440168,35440168,527,49.4,260,2.0,27488.0,100.0,0.0,2011
17471,201135440169,35440169,512,55.6,270,1.8,25984.0,100.0,0.0,2011
17472,201135440170,35440170,396,44.8,185,2.1,26816.0,100.0,0.0,2011
17473,201135440171,35440171,567,40.1,255,2.2,25312.0,100.0,0.0,2011
17474,201135440172,35440172,484,43.4,200,2.5,35328.0,100.0,0.0,2011
17475,201135440173,35440173,513,36.9,195,2.6,24064.0,100.0,0.0,2011
17476,201135440174,35440174,513,43.8,220,2.4,27136.0,100.0,0.0,2011
17477,201135440175,35440175,672,45.2,295,2.3,30944.0,100.0,0.0,2011
17478,201135440176,35440176,621,44.2,265,2.3,32064.0,100.0,0.0,2011
17479,201135440177,35440177,744,52.7,285,2.3,34475.0,100.0,0.0,2011
17480,201135440178,35440178,692,49.8,280,2.4,30784.0,100.0,0.0,2011
17481,201135440179,35440179,673,47.6,265,2.5,40090.0,100.0,0.0,2011
17482,201135440180,35440180,495,43.2,180,2.7,32128.0,100.0,0.0,2011
17483,201135440181,35440181,799,42.0,320,2.4,33587.0,99.38,0.62,2011
17484,201135440182,35440182,680,46.8,260,2.6,36672.0,100.0,0.0,2011
17485,201135440183,35440183,385,48.8,160,2.4,29376.0,100.0,0.0,2011
17486,201135440184,35440184,954,60.4,345,2.1,30976.0,100.0,0.0,2011
17487,201135440185,35440185,628,46.5,250,2.5,35712.0,100.0,0.0,2011
17488,201135440187,35440187,540,39.9,195,2.8,30848.0,100.0,0.0,2011
17489,201135440188,35440188,409,46.3,170,2.3,34016.0,100.0,0.0,2011
17490,201135440189,35440189,489,42.9,165,3.0,30720.0,100.0,0.0,2011
17491,201135440190,35440190,359,44.9,150,2.4,35840.0,100.0,0.0,2011
17492,201135440191,35440191,653,42.2,255,2.5,31936.0,100.0,0.0,2011
17493,201135440192,35440192,279,39.6,110,2.7,37419.0,100.0,0.0,2011
17494,201135440193,35440193,580,42.0,225,2.6,33152.0,100.0,0.0,2011
17495,201135440194,35440194,434,42.2,160,2.6,36096.0,100.0,0.0,2011
17496,201135440195,35440195,697,42.5,250,2.8,37120.0,100.0,0.0,2011
17497,201135440196,35440196,744,42.4,260,2.8,41216.0,100.0,0.0,2011
17498,201135440197,35440197,682,44.6,240,2.8,40704.0,99.27,0.73,2011
17499,201135440198,35440198,467,46.2,170,2.7,38208.0,100.0,0.0,2011
17500,201135440199,35440199,479,43.7,195,2.4,30784.0,100.0,0.0,2011
17501,201135440200,35440200,533,43.3,230,2.3,29717.0,100.0,0.0,2011
17502,201135440201,35440201,407,50.6,195,2.1,33920.0,100.0,0.0,2011
17503,201135440203,35440203,510,41.5,240,2.1,31424.0,100.0,0.0,2011
17504,201135440205,35440205,498,47.2,230,2.1,29824.0,100.0,0.0,2011
17505,201135440207,35440207,543,49.0,235,2.3,36053.0,99.07,0.93,2011
17506,201135440208,35440208,491,48.5,225,2.2,32235.0,98.98,1.02,2011
17507,201135440209,35440209,646,45.2,315,2.0,28480.0,100.0,0.0,2011
17508,201135440210,35440210,1119,53.0,505,2.2,35541.0,100.0,0.0,2011
17509,201135440211,35440211,1030,52.8,345,2.5,35627.0,100.0,0.0,2011
17510,201135440212,35440212,665,51.1,265,2.5,42112.0,100.0,0.0,2011
17511,201135440213,35440213,948,53.0,370,2.4,35661.0,100.0,0.0,2011
17512,201135440214,35440214,512,47.0,200,2.6,37504.0,100.0,0.0,2011
17513,201135440215,35440215,539,44.4,195,2.7,34176.0,100.0,0.0,2011
17514,201135440216,35440216,585,45.4,220,2.6,32064.0,100.0,0.0,2011
17515,201135440217,35440217,520,45.9,215,2.4,37376.0,100.0,0.0,2011
17516,201135440218,35440218,678,52.4,295,2.3,33664.0,100.0,0.0,2011
17517,201135440219,35440219,541,47.5,220,2.4,36565.0,100.0,0.0,2011
17518,201135440220,35440220,611,49.0,250,2.5,40384.0,100.0,0.0,2011
17519,201135440221,35440221,371,56.4,165,2.1,37440.0,100.0,0.0,2011
17520,201135440222,35440222,382,51.2,155,2.3,33963.0,100.0,0.0,2011
17521,201135440223,35440223,518,56.2,250,2.1,34603.0,100.0,0.0,2011
17522,201135440224,35440224,576,46.6,230,2.5,35712.0,100.0,0.0,2011
17523,201135440225,35440225,626,55.5,280,2.2,37717.0,100.0,0.0,2011
17524,201135440226,35440226,442,49.3,175,2.3,38592.0,100.0,0.0,2011
17525,201135440227,35440227,592,47.1,225,2.6,34688.0,100.0,0.0,2011
17526,201135440228,35440228,481,42.1,240,2.0,21504.0,100.0,0.0,2011
17527,201135440229,35440229,491,50.0,220,2.2,33280.0,100.0,0.0,2011
17528,201135440230,35440230,431,48.9,200,2.2,29504.0,100.0,0.0,2011
17529,201135440231,35440231,474,49.0,245,1.8,21248.0,98.86,1.14,2011
17530,201135440232,35440232,505,40.9,230,2.1,20800.0,100.0,0.0,2011
17531,201135440234,35440234,634,68.1,305,2.0,30933.0,100.0,0.0,2011
17532,201135440235,35440235,531,51.3,225,2.3,28736.0,100.0,0.0,2011
17533,201135440236,35440236,478,48.2,220,2.1,26720.0,100.0,0.0,2011
17534,201135440237,35440237,541,50.2,220,2.4,29760.0,100.0,0.0,2011
17535,201135440240,35440240,469,43.5,185,2.5,30720.0,100.0,0.0,2011
17536,201135440241,35440241,707,45.6,270,2.6,28096.0,100.0,0.0,2011
17537,201135440242,35440242,534,50.8,220,2.4,30928.0,100.0,0.0,2011
17538,201135440243,35440243,345,48.8,135,2.5,31232.0,100.0,0.0,2011
17539,201135440244,35440244,367,47.3,140,2.6,34176.0,100.0,0.0,2011
17540,201135440245,35440245,598,54.2,265,2.2,34432.0,100.0,0.0,2011
17541,201135440247,35440247,500,53.6,220,2.3,32128.0,100.0,0.0,2011
17542,201135440248,35440248,452,40.5,160,2.8,30048.0,100.0,0.0,2011
17543,201135440249,35440249,536,48.8,225,2.4,34176.0,100.0,0.0,2011
17544,201135440250,35440250,552,55.7,275,2.0,27616.0,100.0,0.0,2011
17545,201135440251,35440251,505,51.7,220,2.2,31659.0,100.0,0.0,2011
17546,201135440252,35440252,487,49.6,200,2.3,27584.0,100.0,0.0,2011
17547,201135440253,35440253,826,46.2,325,2.6,32256.0,100.0,0.0,2011
17548,201135440254,35440254,565,43.5,225,2.5,32845.0,100.0,0.0,2011
17549,201135440256,35440256,322,60.5,140,2.2,33664.0,100.0,0.0,2011
17550,201135440260,35440260,595,46.5,265,2.2,25856.0,100.0,0.0,2011
17551,201135440261,35440261,532,53.8,240,2.2,40448.0,100.0,0.0,2011
17552,201135440262,35440262,652,57.2,285,2.2,35763.0,100.0,0.0,2011
17553,201135440263,35440263,555,53.7,245,2.3,28960.0,100.0,0.0,2011
17554,201135440264,35440264,535,53.9,225,2.2,34867.0,100.0,0.0,2011
17555,201135440265,35440265,521,44.2,195,2.7,33237.0,100.0,0.0,2011
17556,201135440266,35440266,719,43.7,280,2.6,30592.0,100.0,0.0,2011
17557,201135440267,35440267,553,41.4,200,2.8,31648.0,100.0,0.0,2011
17558,201135440268,35440268,843,43.2,305,2.8,36864.0,100.0,0.0,2011
17559,201135440269,35440269,675,47.0,280,2.4,30336.0,100.0,0.0,2011
17560,201135460071,35460071,1204,55.4,540,2.2,33088.0,100.0,0.0,2011
17561,201135460072,35460072,754,54.4,340,2.2,34261.0,100.0,0.0,2011
17562,201135460073,35460073,631,52.4,310,2.0,32747.0,100.0,0.0,2011
17563,201135460074,35460074,832,57.2,380,2.2,31360.0,100.0,0.0,2011
17564,201135460075,35460075,607,53.3,290,2.1,21760.0,100.0,0.0,2011
17565,201135460076,35460076,558,53.0,245,2.3,24160.0,100.0,0.0,2011
17566,201135460077,35460077,508,55.2,235,2.1,29456.0,100.0,0.0,2011
17567,201135460078,35460078,242,57.6,115,2.1,34432.0,100.0,0.0,2011
17568,201135460079,35460079,594,51.4,260,2.3,22336.0,100.0,0.0,2011
17569,201135460080,35460080,740,55.1,345,2.1,26400.0,100.0,0.0,2011
17570,201135460081,35460081,884,52.7,405,2.1,25243.0,100.0,0.0,2011
17571,201135460082,35460082,699,50.8,285,2.4,37035.0,99.29,0.71,2011
17572,201135460083,35460083,962,50.1,395,2.4,29333.0,100.0,0.0,2011
17573,201135460084,35460084,575,52.6,255,2.3,39552.0,99.13,0.87,2011
17574,201135460085,35460085,588,53.6,260,2.2,26304.0,99.15,0.85,2011
17575,201135460086,35460086,541,55.6,240,2.2,29888.0,100.0,0.0,2011
17576,201135460087,35460087,706,58.5,325,2.2,33963.0,100.0,0.0,2011
17577,201135460088,35460088,496,55.9,240,2.0,35072.0,100.0,0.0,2011
17578,201135460089,35460089,532,49.8,245,2.2,29397.0,100.0,0.0,2011
17579,201135460090,35460090,455,55.8,180,2.2,25003.0,100.0,0.0,2011
17580,201135460091,35460091,761,59.0,355,2.1,27840.0,100.0,0.0,2011
17581,201135460092,35460092,598,50.3,250,2.4,28928.0,100.0,0.0,2011
17582,201135460093,35460093,668,51.4,280,2.3,30592.0,100.0,0.0,2011
17583,201135460094,35460094,520,52.3,230,2.3,25984.0,100.0,0.0,2011
17584,201135460095,35460095,509,49.8,215,2.4,25536.0,100.0,0.0,2011
17585,201135470162,35470162,904,48.3,385,2.4,43648.0,100.0,0.0,2011
17586,201135470164,35470164,654,46.1,270,2.4,63616.0,99.24,0.76,2011
17587,201135470165,35470165,790,50.1,310,2.4,57216.0,100.0,0.0,2011
17588,201135470166,35470166,474,42.2,205,2.3,52096.0,100.0,0.0,2011
17589,201135470167,35470167,548,49.1,330,1.7,35968.0,99.08,0.92,2011
17590,201135470168,35470168,554,46.4,240,2.3,47360.0,100.0,0.0,2011
17591,201135470169,35470169,558,46.3,255,2.2,46592.0,100.0,0.0,2011
17592,201135470170,35470170,615,47.4,235,2.5,44928.0,100.0,0.0,2011
17593,201135470171,35470171,626,39.2,265,2.3,43093.0,100.0,0.0,2011
17594,201135470172,35470172,648,41.1,290,2.2,42368.0,100.0,0.0,2011
17595,201135470173,35470173,633,33.3,255,2.5,46976.0,99.21,0.79,2011
17596,201135470174,35470174,1181,28.9,485,2.3,54272.0,100.0,0.0,2011
17597,201135470176,35470176,898,33.8,325,2.8,55168.0,100.0,0.0,2011
17598,201135470177,35470177,491,32.3,215,2.3,37035.0,100.0,0.0,2011
17599,201135470178,35470178,693,35.9,270,2.6,42624.0,100.0,0.0,2011
17600,201135470179,35470179,580,34.4,215,2.7,45824.0,100.0,0.0,2011
17601,201135470180,35470180,649,28.0,290,2.2,46848.0,100.0,0.0,2011
17602,201135470181,35470181,538,27.1,255,2.1,51413.0,100.0,0.0,2011
17603,201135470182,35470182,878,29.8,415,2.1,48416.0,100.0,0.0,2011
17604,201135470183,35470183,396,25.6,170,2.3,55488.0,100.0,0.0,2011
17605,201135470184,35470184,2442,29.8,910,2.7,58384.0,99.8,0.2,2011
17606,201135470185,35470185,727,25.2,255,2.8,59733.0,100.0,0.0,2011
17607,201135470186,35470186,956,25.6,300,3.1,52992.0,100.0,0.0,2011
17608,201135470187,35470187,725,39.4,285,2.5,42688.0,100.0,0.0,2011
17609,201135470188,35470188,975,36.0,320,3.0,59520.0,100.0,0.0,2011
17610,201135470189,35470189,525,41.3,190,2.8,47744.0,100.0,0.0,2011
17611,201135470190,35470190,658,39.7,245,2.6,47744.0,100.0,0.0,2011
17612,201135470191,35470191,623,43.4,250,2.5,38848.0,100.0,0.0,2011
17613,201135470192,35470192,546,39.2,205,2.6,41856.0,100.0,0.0,2011
17614,201135470193,35470193,620,40.8,215,2.9,44544.0,100.0,0.0,2011
17615,201135470194,35470194,728,42.5,280,2.6,42368.0,100.0,0.0,2011
17616,201135470195,35470195,409,40.9,155,2.6,40960.0,100.0,0.0,2011
17617,201135470196,35470196,854,33.3,330,2.6,22123.0,100.0,0.0,2011
17618,201135470197,35470197,1082,68.3,420,1.8,23680.0,100.0,0.0,2011
17619,201135470198,35470198,582,40.4,255,2.3,31520.0,100.0,0.0,2011
17620,201135470199,35470199,578,41.5,250,2.3,30080.0,100.0,0.0,2011
17621,201135470200,35470200,544,42.5,240,2.3,27712.0,100.0,0.0,2011
17622,201135470201,35470201,877,38.0,340,2.6,35755.0,100.0,0.0,2011
17623,201135470202,35470202,771,45.1,345,2.2,29504.0,100.0,0.0,2011
17624,201135470203,35470203,665,45.1,250,2.6,34944.0,100.0,0.0,2011
17625,201135470204,35470204,866,43.6,360,2.4,31104.0,100.0,0.0,2011
17626,201135470205,35470205,494,39.2,210,2.4,27456.0,100.0,0.0,2011
17627,201135470206,35470206,515,44.2,230,2.2,26336.0,100.0,0.0,2011
17628,201135470207,35470207,618,38.2,295,2.1,23957.0,100.0,0.0,2011
17629,201135470208,35470208,459,39.8,230,1.9,24128.0,100.0,0.0,2011
17630,201135470209,35470209,454,39.3,230,1.9,23744.0,100.0,0.0,2011
17631,201135470210,35470210,627,41.8,330,1.9,26688.0,100.0,0.0,2011
17632,201135470212,35470212,575,48.2,305,1.9,21525.0,100.0,0.0,2011
17633,201135470213,35470213,529,43.1,260,2.0,25024.0,100.0,0.0,2011
17634,201135470214,35470214,662,57.3,320,1.9,36864.0,100.0,0.0,2011
17635,201135470215,35470215,529,49.3,245,2.1,35328.0,100.0,0.0,2011
17636,201135470216,35470216,453,55.3,160,2.3,41344.0,100.0,0.0,2011
17637,201135470217,35470217,520,37.0,200,2.6,34176.0,100.0,0.0,2011
17638,201135470218,35470218,477,41.7,240,1.9,31296.0,100.0,0.0,2011
17639,201135470219,35470219,482,49.9,260,1.9,27456.0,100.0,0.0,2011
17640,201135470220,35470220,672,61.5,175,2.5,38464.0,100.0,0.0,2011
17641,201135470221,35470221,427,58.1,160,2.2,37803.0,100.0,0.0,2011
17642,201135470222,35470222,546,43.3,230,2.4,36224.0,99.07,0.93,2011
17643,201135470223,35470223,686,47.0,275,2.5,39040.0,100.0,0.0,2011
17644,201135470224,35470224,631,49.1,280,2.3,41792.0,100.0,0.0,2011
17645,201135470225,35470225,552,44.8,195,2.8,39168.0,100.0,0.0,2011
17646,201135470226,35470226,702,43.4,250,2.8,45440.0,100.0,0.0,2011
17647,201135470227,35470227,619,45.2,225,2.7,38208.0,99.19,0.81,2011
17648,201135470228,35470228,447,39.1,160,2.8,37888.0,100.0,0.0,2011
17649,201135470229,35470229,728,47.7,280,2.6,38208.0,100.0,0.0,2011
17650,201135470230,35470230,746,39.0,250,3.0,40256.0,100.0,0.0,2011
17651,201135470231,35470231,574,40.1,205,2.8,39296.0,100.0,0.0,2011
17652,201135470232,35470232,503,44.8,185,2.7,38240.0,100.0,0.0,2011
17653,201135470233,35470233,590,52.0,245,2.4,33536.0,100.0,0.0,2011
17654,201135470234,35470234,432,41.8,180,2.4,18278.0,100.0,0.0,2011
17655,201135470235,35470235,661,50.9,275,2.4,27296.0,100.0,0.0,2011
17656,201135470236,35470236,557,47.5,235,2.4,26880.0,100.0,0.0,2011
17657,201135470237,35470237,562,46.8,265,2.1,27152.0,100.0,0.0,2011
17658,201135470238,35470238,652,47.0,280,2.3,25120.0,100.0,0.0,2011
17659,201135470239,35470239,747,49.1,320,2.3,26368.0,100.0,0.0,2011
17660,201135470240,35470240,612,51.3,260,2.3,31424.0,100.0,0.0,2011
17661,201135470241,35470241,521,37.6,190,2.8,28320.0,100.0,0.0,2011
17662,201135470242,35470242,500,37.2,175,2.9,28896.0,100.0,0.0,2011
17663,201135470243,35470243,522,56.2,215,2.0,29760.0,100.0,0.0,2011
17664,201135470244,35470244,526,47.5,245,2.1,31936.0,100.0,0.0,2011
17665,201135470245,35470245,600,43.9,225,2.7,36224.0,99.17,0.83,2011
17666,201135470246,35470246,678,43.6,255,2.6,39168.0,99.26,0.74,2011
17667,201135470247,35470247,628,37.9,220,2.9,27349.0,99.2,0.8,2011
17668,201135470248,35470248,571,43.2,225,2.5,32213.0,100.0,0.0,2011
17669,201135470249,35470249,562,40.3,195,2.8,35456.0,100.0,0.0,2011
17670,201135470250,35470250,611,41.8,225,2.7,38336.0,100.0,0.0,2011
17671,201135470251,35470251,800,68.0,210,2.0,27968.0,100.0,0.0,2011
17672,201135470252,35470252,743,49.4,350,2.1,33690.0,100.0,0.0,2011
17673,201135470253,35470253,563,46.2,290,1.9,25429.0,99.12,0.88,2011
17674,201135470254,35470254,524,41.2,285,1.8,22251.0,100.0,0.0,2011
17675,201135470255,35470255,478,45.9,235,2.0,29088.0,100.0,0.0,2011
17676,201135470256,35470256,676,45.0,325,2.1,25008.0,100.0,0.0,2011
17677,201135470257,35470257,542,47.4,250,2.2,28576.0,100.0,0.0,2011
17678,201135470258,35470258,529,45.1,220,2.4,27936.0,99.06,0.94,2011
17679,201135470259,35470259,669,46.6,345,1.9,25920.0,100.0,0.0,2011
17680,201135470260,35470260,476,44.4,230,2.1,27072.0,100.0,0.0,2011
17681,201135470261,35470261,547,54.6,285,1.9,29952.0,100.0,0.0,2011
17682,201135470262,35470262,416,50.8,185,2.3,34901.0,98.78,1.22,2011
17683,201135470263,35470263,548,50.4,245,2.3,37504.0,100.0,0.0,2011
17684,201135470264,35470264,707,49.0,330,2.2,28736.0,100.0,0.0,2011
17685,201135470265,35470265,667,49.7,290,2.3,32704.0,100.0,0.0,2011
17686,201135470266,35470266,870,47.3,350,2.5,38912.0,100.0,0.0,2011
17687,201135470267,35470267,571,42.3,215,2.7,36800.0,100.0,0.0,2011
17688,201135470268,35470268,562,44.3,205,2.7,38080.0,100.0,0.0,2011
17689,201135470269,35470269,619,44.6,230,2.7,35541.0,100.0,0.0,2011
17690,201135470270,35470270,885,47.2,355,2.5,37376.0,100.0,0.0,2011
